,race,age,fnlwgt,education_num,capital_gain,hours_per_week,GroundTruth,GroundTruth_DB,FairDEN2,FairSC_normalized2,FairSC2,FairDEN3,FairSC_normalized3,FairSC3,FairDEN4,FairSC_normalized4,FairSC4,FairDEN5,FairSC_normalized5,FairSC5,FairDEN6,FairSC_normalized6,FairSC6,FairDEN7,FairSC_normalized7,FairSC7,FairDEN8,FairSC_normalized8,FairSC8,FairDEN9,FairSC_normalized9,FairSC9,FairDEN10,FairSC_normalized10,FairSC10
30214,4,36,108320,9,4101,40,0,0,0,0,0,1,1,1,0,1,3,1,0,4,5,4,0,4,1,3,5,7,7,8,0,0,0,5,2
842,4,51,146813,10,0,40,1,0,0,1,1,0,1,1,1,1,1,2,2,3,1,3,4,0,6,1,6,6,5,1,8,1,4,3,7
29380,4,46,178686,13,0,38,1,0,0,1,1,0,2,0,1,2,2,2,4,1,1,5,3,0,5,2,6,2,2,1,7,8,4,2,1
31325,4,33,97521,9,0,40,0,0,0,0,0,0,1,1,1,1,3,2,0,4,0,4,0,6,1,3,2,7,7,3,0,0,1,5,2
38233,2,67,166591,9,1848,99,0,0,1,1,1,2,1,1,2,1,1,3,0,3,4,0,0,2,4,5,4,1,3,7,6,7,7,1,6
44972,4,45,270535,13,15024,40,1,0,1,1,1,2,2,0,3,2,2,0,4,3,3,3,4,3,0,2,3,5,2,5,4,8,2,4,1
24121,4,38,78247,10,0,40,0,0,0,0,0,0,1,1,1,1,3,2,0,4,1,4,0,0,1,3,6,7,7,1,0,0,4,5,2
46639,4,28,113922,9,0,17,0,0,0,0,0,1,0,2,0,0,0,1,1,2,2,1,5,1,2,4,5,3,1,8,3,2,9,6,3
29096,4,60,160062,9,0,25,0,0,1,0,1,1,1,1,0,0,1,4,2,3,2,3,4,1,6,1,7,6,5,6,5,1,9,7,1
6129,4,30,108023,10,0,40,0,0,0,0,0,0,1,1,1,1,3,2,1,4,1,4,0,0,1,3,6,7,7,1,0,0,4,5,2
24039,1,36,112847,13,0,40,0,0,0,0,1,0,1,1,1,1,1,2,0,3,1,3,4,0,0,5,6,5,5,1,4,1,4,4,1
44092,4,64,113061,9,0,40,0,0,0,1,1,0,1,1,1,1,1,2,2,3,1,3,4,0,6,1,6,6,5,1,8,1,5,3,7
10520,4,46,139268,14,0,45,1,0,0,1,1,0,2,0,1,2,2,1,4,1,5,5,3,4,5,2,0,2,2,4,7,8,5,2,1
3184,1,54,93415,13,0,40,1,0,0,0,1,0,1,1,1,1,1,1,0,3,5,3,4,4,0,5,0,5,5,4,4,1,5,4,1
15789,4,66,270460,4,0,40,0,0,1,0,1,1,1,1,0,1,1,0,2,3,2,3,4,5,4,1,1,4,5,2,1,1,8,0,5
16423,4,27,205145,9,0,40,0,0,0,0,0,0,0,2,1,3,3,2,1,4,0,4,1,6,1,0,2,7,4,3,0,5,1,8,9
20856,4,35,179579,9,0,40,0,0,0,0,0,0,1,1,1,1,3,2,0,4,0,4,1,6,1,6,2,7,6,3,0,4,1,8,8
15671,2,27,617860,10,0,40,0,0,1,0,1,1,1,1,3,1,1,0,0,3,3,3,4,3,0,5,3,5,5,5,4,1,2,4,1
36729,4,32,308955,12,0,20,0,0,1,0,1,1,0,2,3,3,0,0,3,0,3,2,2,3,3,4,1,0,0,2,2,6,8,9,0
30477,4,39,91367,14,0,45,1,0,0,1,1,0,2,0,1,2,2,2,4,1,1,5,3,0,5,2,6,2,2,1,7,8,4,2,1
18046,4,33,48702,11,0,65,0,0,1,1,1,1,1,1,0,1,1,4,0,3,2,0,0,5,4,5,7,1,3,2,6,7,3,1,6
43114,4,37,446390,10,0,40,1,0,0,0,1,1,0,2,0,3,0,1,3,0,5,2,2,4,3,5,5,0,0,8,2,6,0,9,0
3265,4,30,186269,13,0,40,0,0,0,1,1,0,2,0,1,2,2,2,4,1,1,5,3,0,5,2,6,2,2,1,7,3,4,2,4
38183,4,66,97847,11,0,38,0,0,1,1,1,1,1,1,0,1,1,4,2,3,2,3,4,1,6,1,7,6,5,6,8,1,3,3,7
17224,4,75,36243,16,0,40,0,0,1,1,1,2,2,0,2,2,2,3,4,1,4,5,3,2,5,2,4,2,2,0,7,8,6,4,1
10746,4,54,146574,9,0,40,1,0,0,0,1,0,1,1,1,1,1,2,2,3,0,3,4,6,6,1,2,6,5,3,8,1,1,3,7
7650,4,23,215395,9,0,40,0,0,0,0,0,0,0,2,1,3,3,2,1,4,0,4,1,6,1,0,2,7,4,3,0,5,1,8,9
5152,4,27,109001,10,0,49,0,0,0,0,0,0,1,1,1,1,3,1,0,4,5,0,0,4,1,3,0,1,3,4,6,7,0,5,6
35214,4,26,366889,9,0,40,0,0,0,0,0,0,0,2,1,3,0,2,3,0,1,2,2,0,3,5,6,0,0,1,2,6,5,9,0
6943,4,46,106255,10,0,40,0,0,0,0,1,0,1,1,1,1,1,2,0,3,1,3,4,0,6,1,6,6,5,1,8,1,4,3,7
27671,4,31,189759,9,0,40,0,0,0,0,0,0,1,2,1,1,3,2,1,4,0,4,1,6,1,6,2,7,6,3,0,4,1,8,8
13713,4,36,185203,9,0,40,0,0,0,0,0,0,1,1,1,1,3,2,0,4,0,4,1,6,1,6,2,7,6,3,0,4,1,8,8
30474,4,63,331527,6,0,40,0,0,1,0,1,1,1,1,3,1,1,0,2,3,3,3,4,5,4,5,1,4,5,2,1,1,8,0,5
43674,4,35,225544,13,0,48,0,0,0,1,1,0,2,0,1,2,2,1,4,1,5,5,3,4,5,2,0,2,2,4,7,8,5,2,1
25659,4,63,83043,13,0,45,0,0,0,1,1,1,2,0,0,2,2,4,4,1,2,5,3,1,5,2,7,2,2,6,7,8,9,4,1
23933,4,42,106679,9,0,50,1,0,0,1,1,0,1,1,1,1,1,1,0,3,5,0,0,4,0,5,5,1,3,4,6,7,0,1,6
34295,1,24,112137,13,0,50,0,0,0,0,1,1,1,1,0,1,1,1,0,3,5,3,4,4,0,5,5,5,5,8,4,1,0,4,1
16947,2,47,402975,10,0,40,0,0,0,0,1,1,1,1,0,1,1,1,0,3,5,3,4,4,0,5,5,5,5,8,4,1,0,4,1
11306,2,40,145504,9,0,40,0,0,0,0,1,0,1,1,1,1,1,2,0,3,0,3,4,6,0,5,2,5,5,3,4,1,1,4,1
48064,4,37,504871,10,0,40,0,0,1,0,1,1,0,2,0,3,0,4,3,0,2,2,2,1,3,5,7,0,0,6,2,6,3,9,0
8407,1,19,70982,11,0,16,0,0,0,0,1,1,1,1,0,1,1,1,0,3,2,3,4,1,0,5,5,5,5,8,4,1,9,4,1
6100,4,54,339667,9,0,41,0,0,0,0,1,0,1,1,1,1,0,2,2,0,1,2,2,0,3,5,6,0,0,1,2,6,5,9,0
14857,4,32,279231,11,0,40,0,0,0,0,1,0,0,2,1,3,0,1,3,0,5,2,2,4,3,5,0,0,0,4,2,6,5,8,0
23593,4,44,159580,8,0,40,0,0,0,0,0,0,1,1,1,1,1,2,2,3,1,3,4,0,6,6,6,6,6,1,8,4,5,3,8
37753,4,40,145166,9,4064,40,0,0,0,0,0,1,1,1,0,1,1,1,0,3,5,4,4,4,1,6,5,7,6,8,8,4,0,3,8
40234,4,32,26803,9,0,50,1,0,0,0,0,1,1,1,0,1,3,1,0,4,5,4,0,4,1,3,5,1,7,8,6,0,0,5,2
19530,4,48,164423,9,0,40,0,0,0,0,1,0,1,1,1,1,1,2,2,3,0,3,4,6,6,1,2,6,5,3,8,1,1,3,7
18513,4,37,103925,9,0,68,0,0,1,1,1,1,1,1,0,1,1,4,0,3,2,0,0,1,4,5,7,1,3,6,6,7,3,1,6
19707,4,32,443546,9,0,40,0,0,0,0,1,1,0,2,0,3,0,1,3,0,2,2,2,1,3,5,5,0,0,8,2,6,9,9,0
26453,4,45,48271,10,0,40,1,0,0,1,1,0,1,1,1,1,1,1,0,3,5,3,4,4,0,1,0,6,5,4,8,1,5,5,7
42624,2,33,399531,13,0,40,0,0,0,0,1,1,1,1,0,1,1,1,0,3,5,3,4,4,0,5,5,5,5,8,4,1,0,4,1
39635,4,39,111000,14,0,35,0,0,0,1,1,0,2,0,1,2,2,1,4,1,5,5,3,4,5,2,5,2,2,4,7,8,0,2,1
2726,4,30,68330,13,0,40,1,0,0,1,1,0,2,0,1,2,2,2,4,1,1,5,3,0,5,2,6,2,2,1,7,3,4,2,4
144,4,70,105376,10,0,40,0,0,0,1,1,1,1,1,0,1,1,4,2,3,2,3,4,1,6,1,7,6,5,6,8,1,9,3,7
6684,4,35,267891,9,0,38,0,0,0,0,0,0,0,2,1,3,0,2,3,0,0,2,1,6,3,6,2,0,6,3,2,4,1,8,0
14977,4,32,193285,9,0,40,0,0,0,0,0,0,1,2,1,1,3,2,1,4,0,4,1,6,1,6,2,7,6,3,0,4,1,8,8
15209,4,73,45784,10,0,11,0,0,1,0,1,1,1,1,3,0,1,0,2,3,3,3,4,3,6,1,3,6,5,5,5,1,2,7,1
24069,4,60,195453,11,0,60,1,0,1,1,1,1,1,1,3,1,1,0,0,3,3,0,4,3,4,5,1,1,3,2,6,7,8,1,6
11427,4,19,299050,7,0,60,0,0,1,0,1,2,1,1,3,1,1,0,0,0,3,0,2,3,4,5,3,1,3,5,6,7,2,1,6
20392,4,68,204082,10,0,45,0,0,0,1,1,1,1,1,0,1,1,1,2,3,2,3,4,1,6,1,5,6,5,8,8,1,9,3,7
30410,4,72,402306,10,0,32,0,0,1,0,1,2,1,1,2,1,1,3,2,3,4,3,4,2,6,1,3,6,5,0,2,6,6,4,0
35293,4,34,136204,13,0,32,1,0,0,1,1,1,2,0,0,2,2,1,4,1,5,5,3,4,5,2,5,2,2,8,7,8,0,2,1
20636,4,56,274475,5,0,40,0,0,1,0,1,1,1,1,0,1,1,4,2,3,2,3,4,1,4,1,7,4,5,6,1,1,3,0,5
40665,4,55,160813,9,0,60,0,0,1,1,1,1,1,1,0,1,1,4,0,3,2,0,0,1,4,5,7,1,3,6,6,7,9,1,6
13557,4,39,403489,7,0,40,0,0,1,0,0,1,0,2,0,3,0,4,3,0,2,2,2,1,3,5,7,0,0,6,2,6,3,9,0
8844,4,34,56121,7,0,40,0,0,1,0,0,1,1,1,0,1,3,4,0,4,2,4,0,1,1,3,7,7,7,6,0,0,3,5,2
20124,4,26,485117,13,0,20,0,0,1,0,1,2,0,2,2,3,0,3,3,0,4,2,2,2,3,5,4,0,0,0,2,6,6,9,0
3829,1,24,123983,7,0,40,0,0,0,0,1,1,1,1,0,1,1,1,0,3,2,3,4,1,0,5,5,5,5,8,4,1,9,4,1
37838,4,20,198478,9,0,40,0,0,0,0,0,0,0,2,1,3,3,2,1,4,0,4,1,6,1,0,2,7,4,3,0,5,1,8,9
40436,4,40,192878,6,0,40,0,0,0,0,0,1,1,1,0,1,1,4,2,3,2,3,4,1,4,5,5,4,5,6,1,1,9,0,5
47992,4,37,328301,10,4934,60,1,0,1,1,1,1,2,1,3,3,1,0,3,0,3,2,2,3,3,5,3,0,3,5,2,6,8,9,0
26977,4,47,94809,11,0,45,1,0,0,1,1,1,1,1,0,1,1,1,0,3,5,3,4,4,0,1,5,6,5,4,8,1,0,3,7
9985,4,24,185821,10,0,40,0,0,0,0,0,0,0,2,1,3,3,2,1,4,1,4,1,0,1,0,6,7,4,1,0,5,4,8,9
30231,4,22,232985,9,0,20,0,0,0,0,0,0,0,2,1,0,0,1,1,2,5,1,5,4,2,4,0,3,1,4,3,2,5,6,3
2441,2,61,355645,5,0,20,0,0,1,0,1,2,1,1,2,1,1,3,0,3,4,3,4,2,0,5,4,5,5,0,4,1,6,4,1
29554,4,46,177633,9,0,50,1,0,0,1,1,0,1,1,1,1,1,1,0,3,5,0,4,4,0,5,0,1,3,4,8,7,5,3,6
564,4,52,334273,13,0,60,1,0,1,1,1,1,2,0,3,2,2,0,3,1,3,5,2,5,5,5,1,5,3,2,2,8,8,9,1
7762,4,25,102460,13,0,40,0,0,0,1,1,0,2,0,1,2,2,2,4,1,1,5,3,0,5,2,6,2,2,1,7,3,4,2,4
48022,4,38,455379,8,0,56,1,0,1,0,1,1,0,2,3,3,0,0,3,0,3,2,2,3,3,5,3,0,0,5,2,6,2,9,0
19841,4,21,213041,9,0,40,0,0,0,0,0,0,0,2,1,3,3,2,1,4,0,4,1,6,1,0,2,7,4,3,0,5,1,8,9
501,4,62,114060,9,0,40,0,0,0,1,1,0,1,1,1,1,1,2,2,3,0,3,4,6,6,1,6,6,5,1,8,1,4,3,7
27741,4,17,143331,7,0,20,0,0,0,0,0,1,0,2,0,0,0,1,1,2,5,1,5,4,2,4,5,3,1,8,3,2,0,6,3
28616,2,23,343553,7,0,40,0,0,1,0,1,1,1,1,0,1,1,4,0,3,2,3,4,1,0,5,7,5,5,6,4,1,9,4,1
40206,4,38,102478,9,0,40,0,0,0,0,0,0,1,1,1,1,3,2,0,4,0,4,0,6,1,3,2,7,7,3,0,0,1,5,2
46394,4,28,230997,9,0,60,0,0,0,1,1,1,1,1,0,1,1,1,0,3,5,0,0,4,4,5,5,1,3,8,6,7,0,1,6
14577,4,25,160300,13,0,35,0,0,0,1,1,0,2,0,1,2,2,1,4,1,5,5,3,4,5,2,0,2,2,4,7,3,5,2,4
32090,4,48,123075,16,0,45,1,0,1,1,1,1,2,0,0,2,2,4,4,1,2,5,3,5,5,2,7,2,2,2,7,8,3,2,1
34799,2,49,304864,10,0,35,0,0,0,0,1,0,1,1,1,1,1,1,0,3,5,3,4,4,0,5,0,5,5,4,4,1,5,4,1
22489,4,26,270151,13,0,40,0,0,0,1,1,0,2,0,1,3,2,2,4,1,1,5,3,0,5,2,6,2,2,1,7,3,5,2,4
18378,4,57,107617,9,0,60,1,0,0,1,1,1,1,1,0,1,1,1,0,3,2,0,0,1,4,5,5,1,3,6,6,7,9,1,6
31581,4,54,75235,9,5178,40,1,0,1,1,1,1,1,1,0,1,1,4,2,3,2,3,4,1,6,1,7,6,5,6,8,1,3,3,7
35957,4,23,345577,10,0,26,0,0,0,0,0,1,0,2,0,3,0,1,3,0,5,2,2,4,3,4,5,0,0,8,2,6,0,9,0
15529,4,50,299831,10,0,40,0,0,0,0,1,0,1,1,1,1,0,2,3,0,1,2,2,0,3,5,6,0,0,1,2,6,4,3,0
5975,4,24,203518,13,0,40,0,0,0,1,1,0,2,0,1,2,2,2,4,1,1,5,3,0,5,2,6,2,2,1,7,3,4,2,4
36016,4,54,140592,9,0,40,0,0,0,0,1,0,1,1,1,1,1,2,2,3,0,3,4,6,6,1,2,6,5,3,8,1,1,3,7
35311,4,48,175958,13,0,30,0,0,1,1,1,1,2,0,0,2,2,4,4,1,2,5,3,1,5,2,7,2,2,6,7,8,3,4,1
21920,4,25,247025,13,3325,48,0,0,1,1,1,1,2,0,0,2,2,4,4,1,2,5,3,1,5,2,7,2,2,6,7,3,9,2,4
32621,4,20,109667,10,0,16,0,0,0,0,0,0,0,2,1,0,0,1,1,2,5,1,5,4,2,4,0,3,1,4,3,2,5,6,3
24641,2,58,361870,9,0,30,0,0,1,0,1,1,1,1,0,1,1,4,0,3,2,3,4,5,0,5,7,5,5,2,4,1,3,4,1
31000,4,27,193122,9,0,40,0,0,0,0,0,0,0,2,1,3,3,2,1,4,0,4,1,6,1,0,2,7,4,3,0,5,1,8,9
1792,4,47,178309,5,0,50,0,0,1,0,1,1,1,1,0,1,1,4,2,3,2,3,4,5,4,5,1,4,5,2,1,1,8,0,5
27972,4,31,594187,9,0,40,0,0,1,0,1,1,0,2,3,3,0,0,3,0,3,2,2,5,3,5,1,0,0,2,2,6,8,9,0
31427,4,40,132222,10,4386,50,1,0,1,1,1,1,1,1,0,1,1,4,0,3,2,0,0,1,0,5,7,1,3,6,4,7,3,4,6
20894,4,38,167440,9,0,20,0,0,1,0,0,1,0,2,0,0,0,4,1,2,2,1,5,1,2,4,7,3,1,6,3,2,9,6,3
10445,4,38,49020,9,0,40,0,0,0,0,0,0,1,1,1,1,3,2,0,4,0,4,0,6,1,3,2,7,7,3,0,0,1,5,2
15650,4,56,50791,14,0,60,0,0,1,1,1,1,2,0,3,2,2,0,4,1,3,5,3,3,5,2,3,2,2,5,7,8,2,2,1
12623,2,20,230955,8,0,35,0,0,0,0,1,1,1,1,0,1,1,1,0,3,5,3,4,4,0,5,5,5,5,4,4,1,0,4,1
664,4,20,81145,10,0,25,0,0,0,0,0,0,0,2,1,0,0,1,1,2,5,1,5,4,2,4,0,3,1,4,3,2,0,6,3
4086,4,23,449432,10,0,40,0,0,0,0,1,1,0,2,0,3,0,1,3,0,2,2,2,1,3,5,5,0,0,8,2,6,9,9,0
10592,4,20,301199,10,0,24,0,0,0,0,0,1,0,2,0,3,0,1,3,2,5,1,5,4,2,4,5,3,1,8,3,2,0,6,3
47678,4,37,127048,10,0,40,0,0,0,0,0,0,1,1,1,1,3,2,0,4,1,4,1,0,1,6,6,7,7,1,0,0,4,5,2
1566,4,29,111900,10,0,40,0,0,0,0,0,0,1,2,1,1,3,2,1,4,1,4,0,0,1,3,6,7,7,1,0,0,4,5,2
22328,4,24,379418,10,0,40,0,0,0,0,0,0,0,2,1,3,0,2,3,0,1,2,2,0,3,5,6,0,0,1,2,6,4,9,0
42704,4,57,366421,9,0,40,0,0,0,0,1,1,1,1,0,1,0,1,2,0,5,2,2,4,3,5,5,0,0,8,2,6,0,9,0
35020,2,51,166461,7,5455,40,0,0,1,0,1,1,1,1,3,1,1,0,0,3,3,3,4,5,0,5,1,5,5,2,4,1,8,4,1
43654,4,37,177974,9,3942,99,0,0,1,1,1,2,1,1,2,1,1,3,0,3,4,0,0,2,4,5,4,1,3,0,6,7,6,1,6
44572,4,46,368355,13,0,60,1,0,1,1,1,1,2,0,0,3,2,4,3,0,2,2,2,5,3,5,7,0,0,2,2,6,3,9,0
11487,2,47,272182,10,0,40,0,0,0,0,1,0,1,1,1,1,1,2,0,3,1,3,4,0,0,5,6,5,5,1,4,1,4,4,1
5794,4,27,224421,10,0,40,0,0,0,0,0,0,0,2,1,3,3,2,1,4,1,4,1,0,1,0,6,7,4,1,0,5,4,8,9
10463,4,48,177018,14,0,50,1,0,0,1,1,1,2,0,0,2,2,1,4,1,5,5,3,4,5,2,5,2,2,4,7,8,0,2,1
5308,4,32,183356,9,0,40,0,0,0,0,0,0,1,2,1,1,3,2,1,4,0,4,1,6,1,6,2,7,6,3,0,4,1,8,8
11499,4,79,142370,15,0,10,0,0,1,1,1,2,1,1,2,0,1,3,2,3,4,3,4,2,6,1,4,6,5,7,5,8,6,7,1
11466,4,33,54782,13,0,42,0,0,0,1,1,0,2,0,1,2,2,2,4,1,1,5,3,0,5,2,6,2,2,1,7,8,4,2,1
30710,2,17,108470,7,0,17,0,0,0,0,1,1,1,1,0,1,1,1,0,3,2,3,4,1,0,5,5,5,5,8,4,1,9,4,1
24758,4,21,184543,9,0,40,0,0,0,0,0,0,0,2,1,3,3,2,1,4,0,4,1,6,1,0,2,7,4,3,0,5,1,8,9
20630,4,32,317378,13,10520,40,1,0,1,1,1,2,2,0,2,2,2,3,4,1,3,5,3,3,0,2,3,5,2,0,4,8,6,4,1
39703,4,45,187563,9,5013,45,0,0,1,1,1,1,1,1,0,1,1,4,0,3,2,3,4,1,0,1,7,5,5,6,8,1,3,3,7
43092,4,44,296858,14,0,40,1,0,0,1,1,1,2,0,0,2,2,1,3,1,2,5,3,1,5,2,5,2,2,8,7,8,9,9,1
27017,4,45,174426,10,0,35,0,0,0,0,0,0,1,1,1,1,1,2,2,3,1,3,4,0,6,6,6,6,6,1,8,4,5,3,7
45704,4,57,124318,9,0,45,0,0,0,1,1,0,1,1,1,1,1,2,2,3,1,3,4,0,6,1,6,6,5,1,8,1,4,3,7
33512,4,21,172047,10,0,20,0,0,0,0,0,0,0,2,1,0,0,2,1,2,1,1,5,0,2,4,6,3,1,1,3,2,5,6,3
40803,4,32,124420,9,0,40,0,0,0,0,0,0,1,1,1,1,3,2,1,4,0,4,0,6,1,3,2,7,7,3,0,0,1,5,2
34382,2,47,263984,10,0,40,0,0,0,0,1,0,1,1,1,1,1,2,0,3,1,3,4,0,0,5,6,5,5,1,4,1,4,4,1
2494,4,38,258761,9,0,50,0,0,0,0,1,0,1,1,1,1,1,1,0,0,5,2,2,4,0,5,0,0,3,4,2,7,0,1,6
23015,4,28,36601,10,0,35,0,0,0,0,0,0,1,1,0,1,3,1,1,4,5,4,0,4,1,3,5,7,7,4,0,0,0,5,2
28474,4,31,215047,13,0,50,0,0,0,1,1,0,2,0,1,2,2,1,4,1,5,5,3,4,5,2,0,2,2,4,7,3,5,2,4
23186,4,45,329144,10,0,40,1,0,0,0,1,0,0,1,1,3,0,1,3,0,5,2,2,4,3,5,0,0,0,4,2,6,5,9,0
15938,4,68,136218,9,0,15,0,0,1,0,1,1,1,1,0,0,1,4,2,3,2,3,4,1,6,1,7,6,5,6,5,1,3,7,1
16841,4,21,123727,10,0,28,0,0,0,0,0,0,0,2,1,0,3,1,1,2,5,1,5,4,2,4,0,3,1,4,3,2,0,6,3
27622,4,47,160045,10,0,40,0,0,0,0,1,0,1,1,1,1,1,2,2,3,1,3,4,0,6,1,6,6,5,1,8,1,4,3,7
37850,4,26,31558,13,0,90,1,0,1,1,1,2,1,1,2,1,1,3,0,3,4,0,0,2,4,5,4,1,3,0,6,7,6,1,6
41071,4,23,287988,13,0,30,0,0,1,0,1,1,0,0,0,3,2,4,3,1,2,5,3,5,5,2,1,2,2,2,7,3,3,2,4
27325,4,55,169071,10,0,20,0,0,1,0,1,1,1,1,0,0,1,4,2,3,2,3,4,1,6,1,7,6,5,6,5,1,3,7,1
48172,4,19,109005,10,0,20,0,0,0,0,0,0,0,2,1,0,0,2,1,2,1,1,5,0,2,4,6,3,1,1,3,2,5,6,3
26789,4,48,196107,9,0,30,0,0,0,0,1,1,1,1,0,0,1,1,2,3,5,3,4,4,6,1,5,6,5,8,4,1,0,4,7
17050,4,54,284129,10,0,45,1,0,0,0,1,1,1,1,0,1,1,1,2,0,5,3,4,4,6,1,5,6,0,8,8,6,0,3,0
5762,1,46,137354,14,0,40,1,0,0,0,1,0,1,1,1,1,1,2,0,3,1,3,4,0,0,5,6,5,5,1,4,1,4,4,1
9846,4,47,285060,14,0,41,1,0,1,1,1,1,2,0,0,2,2,4,4,1,2,5,3,1,5,2,7,2,2,6,7,8,3,4,1
31397,4,61,268831,9,0,53,0,0,1,0,1,1,1,1,3,1,1,0,2,3,3,3,4,5,6,1,1,6,5,2,8,1,8,3,7
28848,1,59,81973,14,0,40,1,0,0,0,1,1,1,1,0,1,1,1,0,3,5,3,4,4,0,5,5,5,5,8,4,1,0,4,1
11671,4,20,146879,9,0,40,0,0,0,0,0,0,1,2,1,1,3,2,1,4,1,4,0,6,1,0,6,7,4,1,0,0,4,5,2
30246,4,43,125461,13,0,40,0,0,0,1,1,0,2,0,1,2,2,2,4,1,1,5,3,0,5,2,6,2,2,1,7,8,4,2,1
40831,4,21,117476,10,0,40,0,0,0,0,0,0,1,2,1,1,3,2,1,4,1,4,0,0,1,3,6,7,7,1,0,0,4,5,2
27847,4,32,189461,9,0,60,0,0,0,1,1,0,1,1,1,1,1,1,0,3,5,0,0,4,4,5,0,1,3,4,6,7,5,1,6
37898,4,33,87209,9,0,45,0,0,0,0,0,0,1,1,1,1,3,2,0,4,1,4,0,0,1,3,6,7,7,1,0,0,4,5,2
31800,4,40,31627,13,0,20,0,0,1,1,1,2,2,0,3,2,2,0,4,1,3,5,3,3,5,2,3,5,2,5,4,8,2,4,1
399,4,52,132178,13,0,50,1,0,0,1,1,1,2,0,0,2,2,1,4,1,2,5,3,1,5,2,5,2,2,8,7,8,9,2,1
17566,4,61,139391,10,99999,30,1,-1,1,1,1,2,2,1,-1,2,1,-1,4,3,-1,3,4,-1,0,5,-1,5,5,-1,4,8,-1,4,1
14355,4,41,106900,13,0,42,1,0,0,1,1,0,2,0,1,2,2,2,4,1,1,5,3,0,5,2,6,2,2,1,7,8,4,2,1
36031,4,30,153549,13,0,48,0,0,0,1,1,0,2,0,1,2,2,2,4,1,1,5,3,0,5,2,6,2,2,1,7,3,5,2,4
33788,4,39,174597,13,0,42,0,0,0,1,1,0,2,0,1,2,2,2,4,1,1,5,3,0,5,2,6,2,2,1,7,8,4,2,1
10636,4,27,206889,12,0,40,0,0,0,1,1,0,2,0,1,2,2,2,4,1,1,5,3,0,5,2,6,2,2,1,7,3,4,2,4
34437,4,42,106159,13,0,40,1,0,0,1,1,0,2,0,1,2,2,2,4,1,1,5,3,0,5,2,6,2,2,1,7,8,4,2,1
31434,4,24,324637,10,0,40,0,0,0,0,0,0,0,2,1,3,0,2,3,0,1,2,2,0,3,5,6,0,0,1,2,6,4,9,0
44306,4,28,195520,10,0,20,0,0,0,0,0,1,0,2,0,0,0,1,1,2,5,1,5,4,2,4,5,3,1,4,3,2,0,6,3
32677,4,37,149898,7,0,40,0,0,0,0,0,1,1,1,0,1,1,4,0,3,2,3,4,1,4,5,7,4,5,6,1,1,9,0,5
11797,3,38,167725,13,0,84,0,0,1,1,1,1,1,1,3,1,1,0,0,3,3,0,0,3,4,5,3,1,3,5,6,7,2,1,6
27879,4,51,128272,10,0,40,0,0,0,1,1,0,1,1,1,1,1,2,2,3,1,3,4,0,6,1,6,6,5,1,8,1,4,3,7
46859,4,20,374116,7,0,40,0,0,1,0,0,1,0,2,0,3,0,4,3,0,2,2,2,1,3,5,7,0,0,6,2,6,3,9,0
23287,4,55,98361,13,15024,55,1,0,1,1,1,2,2,0,3,2,1,0,4,3,3,3,4,3,0,2,3,5,5,5,4,8,2,4,1
15526,4,19,63814,10,0,18,0,0,0,0,0,1,0,2,0,0,0,1,1,2,5,1,5,4,2,4,5,3,1,4,3,2,0,6,3
46917,4,26,414916,9,0,40,0,0,0,0,0,0,0,2,1,3,0,1,3,0,5,2,2,4,3,5,0,0,0,4,2,6,5,9,0
16123,4,34,135785,13,0,36,0,0,0,1,1,0,2,0,1,2,2,2,4,1,1,5,3,0,5,2,6,2,2,1,7,8,5,2,1
22711,4,26,256141,10,0,40,0,0,0,0,0,0,0,2,1,3,0,2,3,0,1,2,1,0,1,0,6,7,4,1,0,5,4,8,9
6954,4,60,230545,4,0,35,0,0,1,0,1,1,1,1,0,1,1,4,2,3,2,3,4,5,4,1,1,4,5,2,1,1,8,0,5
29681,4,25,141876,14,0,45,0,0,0,1,1,1,2,0,0,2,2,1,4,1,5,5,3,4,5,2,5,2,2,4,7,3,0,2,4
27373,4,20,515797,9,0,40,0,0,1,0,1,1,0,2,0,3,0,4,3,0,2,2,2,5,3,5,1,0,0,2,2,6,3,9,0
40869,4,32,185177,11,0,40,0,0,0,0,0,0,1,2,1,1,3,2,1,4,1,4,1,0,1,0,6,7,4,1,0,5,5,8,9
16166,4,54,210736,9,0,40,1,0,0,0,1,0,1,1,1,1,1,2,2,3,1,3,4,0,6,1,6,6,5,1,8,1,4,3,7
1941,4,56,31782,6,0,40,0,0,1,0,1,1,1,1,0,1,1,4,2,3,2,3,4,5,4,1,1,4,5,2,1,1,8,0,5
26595,4,53,297796,6,0,40,0,0,1,0,1,1,1,1,0,1,1,4,2,3,2,3,4,1,4,5,7,4,5,6,1,1,3,0,5
43073,4,50,82566,14,0,45,1,0,0,1,1,1,2,0,0,2,2,1,4,1,5,5,3,4,5,2,5,2,2,8,7,8,0,2,1
2554,4,36,49626,9,0,40,0,0,0,0,0,0,1,1,1,1,3,2,0,4,0,4,0,6,1,3,2,7,7,3,0,0,1,5,2
21877,4,26,335533,9,0,20,0,0,1,0,0,1,0,2,0,3,0,4,3,2,2,1,5,1,2,4,7,3,1,6,3,2,3,6,3
8370,4,24,153082,9,0,30,0,0,0,0,0,0,0,2,1,0,3,1,1,2,5,1,5,4,2,4,0,3,1,4,3,2,5,6,3
