,gender,age,fnlwgt,education_num,capital_gain,hours_per_week,GroundTruth,GroundTruth_DB,Scalable2,FairDEN2,FairSC_normalized2,FairSC2,Fairlet_MCF Fairlet2,Scalable3,FairDEN3,FairSC_normalized3,FairSC3,Fairlet_MCF Fairlet3,Scalable4,FairDEN4,FairSC_normalized4,FairSC4,Fairlet_MCF Fairlet4,Scalable5,FairDEN5,FairSC_normalized5,FairSC5,Fairlet_MCF Fairlet5,Scalable6,FairDEN6,FairSC_normalized6,FairSC6,Fairlet_MCF Fairlet6,Scalable7,FairDEN7,FairSC_normalized7,FairSC7,Fairlet_MCF Fairlet7,Scalable8,FairDEN8,FairSC_normalized8,FairSC8,Fairlet_MCF Fairlet8,Scalable9,FairDEN9,FairSC_normalized9,FairSC9,Fairlet_MCF Fairlet9,Scalable10,FairDEN10,FairSC_normalized10,FairSC10,Fairlet_MCF Fairlet10
7112,1,20,42706,10,0,25,0,-1,0,0,0,1,0,1,1,0,2,2,3,1,2,1,2,2,1,2,4,0,1,5,2,3,0,3,6,5,1,3,6,5,0,3,6,3,5,8,8,5,2,1,5,4,0
26852,1,58,314092,11,0,48,1,-1,1,1,0,0,0,2,0,2,1,2,0,1,0,2,2,4,3,4,3,0,0,2,4,0,0,6,5,6,2,3,0,7,3,0,5,8,7,3,1,2,1,3,4,3,6
44831,1,61,190955,13,7688,40,1,-1,0,1,1,0,0,2,2,2,1,2,0,3,0,0,2,1,3,4,3,0,0,0,4,4,0,4,4,4,0,3,1,4,7,0,6,8,1,3,1,2,5,5,4,5,0
14286,1,45,362883,9,5013,40,0,-1,1,1,0,1,0,2,0,2,1,2,2,3,0,2,0,4,3,4,3,4,5,0,4,0,0,5,5,6,2,0,0,2,3,0,7,8,1,3,1,2,3,5,4,3,1
10538,0,39,177728,14,0,40,0,-1,0,0,0,1,0,1,1,2,1,2,1,0,0,0,2,3,2,4,3,0,4,1,4,1,0,2,0,6,6,3,7,1,5,6,6,2,0,5,3,2,5,2,6,9,6
27861,0,48,70668,9,0,50,0,-1,1,0,0,1,0,1,0,2,1,2,1,1,0,0,2,0,1,4,3,0,0,5,4,4,0,4,6,4,3,3,1,5,7,4,6,6,5,7,1,2,9,1,9,0,0
29331,0,43,424094,16,0,40,0,-1,0,1,0,1,0,2,0,2,1,1,2,3,0,0,0,1,3,4,3,4,4,0,4,1,0,0,5,6,6,0,0,2,5,6,7,4,1,5,3,0,3,5,6,3,2
4348,1,33,184901,9,0,40,1,1,1,0,0,1,0,0,1,0,2,2,2,0,2,1,2,2,2,2,4,0,2,4,2,3,0,3,1,5,2,3,3,3,0,0,6,1,4,8,4,2,7,0,3,8,0
44067,1,42,297266,10,0,90,1,-1,1,1,1,0,0,2,2,1,1,2,2,2,1,0,2,3,0,1,3,0,3,0,3,1,0,1,4,0,2,3,2,4,2,0,6,6,6,1,6,2,0,4,1,7,0
46045,0,75,199826,10,0,36,1,-1,1,1,0,1,0,2,0,2,1,2,0,1,0,0,0,1,3,4,3,3,0,2,4,4,5,4,5,4,3,6,1,7,7,4,5,5,7,7,1,7,1,3,9,0,9
20989,1,25,236977,9,0,40,0,-1,1,0,0,1,0,0,1,0,2,2,2,0,2,1,2,2,2,2,2,4,5,4,2,0,0,5,1,5,1,3,3,1,0,0,7,7,8,0,4,2,8,7,4,8,0
37891,1,32,335569,9,0,40,0,-1,1,0,0,1,0,0,1,0,2,2,2,0,2,2,2,4,2,2,2,4,5,1,2,0,0,5,0,6,2,3,0,1,3,0,7,4,0,0,1,2,3,2,4,3,0
6915,1,46,110015,4,0,75,0,-1,1,1,0,1,0,1,2,2,1,2,1,2,1,0,2,0,0,1,3,0,3,3,3,1,4,1,4,0,2,4,2,4,2,0,6,6,6,1,6,2,6,4,1,7,8
27087,1,66,262552,10,0,7,0,-1,1,1,0,1,0,2,2,2,1,2,0,3,0,2,2,4,3,1,3,0,0,0,0,4,0,4,4,1,0,3,1,4,4,2,6,5,1,2,1,2,1,5,0,5,6
1570,0,19,62534,13,0,40,0,-1,0,0,0,1,0,1,0,2,1,2,1,1,0,0,2,3,1,4,3,0,4,5,4,1,0,3,6,6,6,3,6,0,5,6,6,3,2,5,3,2,4,9,6,9,0
36153,0,42,150568,10,0,45,0,-1,1,0,0,1,0,1,1,2,1,2,1,0,0,0,2,0,2,4,3,0,2,1,4,4,0,6,0,4,3,3,2,1,7,4,6,0,0,7,1,2,0,2,9,0,0
14453,1,36,147258,10,0,60,0,-1,1,0,1,1,0,1,1,2,1,2,2,0,1,0,2,3,1,1,3,0,2,5,3,1,0,1,0,0,2,3,2,5,2,0,2,6,5,1,6,2,0,1,1,7,0
20516,0,27,151626,9,0,40,0,-1,1,0,0,1,0,0,1,2,1,2,1,0,0,0,2,2,2,1,3,0,2,4,4,4,0,3,1,4,3,3,6,3,7,7,6,1,8,3,7,2,7,7,8,1,0
13400,1,18,184101,10,0,25,0,-1,1,0,0,1,0,0,1,0,2,2,3,0,2,1,2,2,1,2,2,0,1,5,2,0,0,3,0,5,1,3,3,5,0,3,6,3,5,0,8,2,2,1,5,4,0
40834,1,28,198201,9,0,40,0,-1,1,0,0,1,0,0,1,0,2,2,2,0,2,1,2,2,2,2,2,0,2,4,2,3,0,3,1,5,2,3,3,3,0,0,7,1,4,8,4,2,8,0,3,8,0
6478,1,29,464536,13,0,40,0,-1,1,1,0,1,0,0,0,2,0,1,2,3,3,2,2,4,3,2,2,0,5,0,1,0,0,5,5,6,2,3,0,2,3,0,4,4,1,0,1,2,3,5,4,3,1
37315,0,28,166634,9,0,40,0,-1,1,0,0,1,0,0,1,2,1,2,1,0,0,0,2,2,2,1,3,0,2,4,4,4,4,3,1,4,3,3,3,3,7,7,6,1,4,3,7,2,8,0,8,1,6
40980,0,52,121038,9,0,43,0,-1,1,0,0,1,0,1,1,2,1,2,0,0,1,0,2,0,2,4,3,0,0,4,4,4,0,4,1,4,3,3,1,1,7,4,6,5,8,7,1,2,9,7,9,0,6
20665,1,55,190514,4,0,75,0,-1,1,1,0,1,0,2,2,2,1,2,0,2,1,0,2,4,0,1,3,0,3,3,3,1,0,1,4,0,2,3,5,4,2,0,6,6,6,1,6,2,6,4,1,7,0
9189,1,38,227154,13,0,40,0,-1,0,0,1,0,0,0,1,1,0,2,2,0,3,3,2,3,2,0,0,0,4,1,1,5,0,0,0,3,5,3,7,1,1,1,6,2,0,6,0,2,4,2,2,2,6
1710,0,73,267408,9,0,15,0,-1,1,1,0,1,0,2,0,2,1,2,0,3,0,0,2,4,3,1,3,0,0,0,4,4,0,4,5,4,3,3,1,2,7,4,6,5,1,7,1,2,1,5,9,0,0
12959,1,38,32271,10,0,40,0,-1,0,0,0,1,0,1,1,2,1,2,1,0,1,0,2,0,2,1,4,0,2,1,3,3,0,3,0,5,1,3,6,1,0,3,6,3,8,8,8,2,9,7,3,4,0
23738,1,50,163948,14,0,40,1,-1,0,0,1,0,0,1,1,1,0,2,0,0,3,3,2,1,1,0,0,0,4,1,1,5,0,2,0,3,5,3,7,1,1,1,6,2,0,6,0,2,5,2,2,2,6
42269,0,31,328734,9,0,40,0,-1,1,0,0,1,0,0,1,2,1,2,2,0,0,2,2,4,2,2,3,4,5,1,4,1,0,5,0,6,2,3,0,1,3,0,7,4,0,3,1,2,3,2,4,3,0
30012,0,28,184078,8,0,40,0,-1,1,0,0,1,0,0,1,2,1,2,2,0,0,0,2,2,2,1,3,0,2,1,4,4,0,3,0,4,3,3,4,1,7,7,6,1,0,3,7,2,8,2,8,1,0
22637,0,22,223019,9,0,20,0,-1,1,0,0,1,0,0,1,2,1,2,3,0,0,2,2,2,2,3,1,0,1,1,5,2,0,5,0,2,4,3,3,1,6,5,6,7,0,4,2,2,2,2,7,6,0
43256,1,33,159123,10,0,40,1,-1,1,0,0,1,0,1,1,0,2,2,1,0,0,1,2,2,2,1,4,0,2,4,3,3,0,3,1,5,1,3,6,1,0,3,6,1,8,8,4,2,7,7,3,8,0
41432,0,37,26898,12,0,40,0,-1,0,0,0,1,0,1,1,2,1,2,1,0,0,0,2,0,1,4,3,0,2,5,4,1,0,2,6,4,6,3,6,5,5,6,6,2,5,5,3,2,9,1,6,9,0
10259,1,41,397280,13,0,72,0,-1,1,1,1,0,0,2,0,1,0,2,2,3,3,3,2,3,3,0,0,0,5,0,1,1,0,1,4,6,2,3,0,2,3,0,6,4,1,1,6,2,3,5,1,7,0
35605,1,26,316337,10,0,40,0,-1,1,0,0,1,0,0,1,0,2,2,2,0,2,2,2,2,2,2,2,0,5,1,2,0,0,5,0,6,2,3,3,1,3,0,6,4,0,0,1,2,3,2,4,3,0
27560,1,34,261023,10,0,38,0,-1,1,0,0,1,0,0,1,0,2,2,2,0,2,2,2,4,2,2,2,0,5,4,2,0,0,5,1,6,2,3,3,1,3,0,6,1,8,0,4,2,3,7,4,8,0
11463,0,36,229180,10,0,40,0,-1,1,0,0,1,0,0,1,2,1,2,2,0,0,0,2,4,2,4,3,0,5,4,4,4,0,6,1,6,2,3,3,1,3,0,6,1,8,3,1,2,0,7,4,3,6
12616,1,49,246891,13,0,40,1,-1,0,0,1,0,0,2,0,1,0,2,0,1,3,3,2,1,1,0,0,0,4,5,1,5,0,2,6,3,5,3,7,5,1,1,6,2,5,6,0,2,5,1,2,2,6
31641,1,18,157273,6,0,15,0,-1,1,0,0,1,0,0,0,0,2,2,3,1,2,1,2,2,1,2,2,0,1,5,2,0,0,3,6,5,1,3,4,5,0,3,6,3,5,0,8,2,2,1,5,4,0
25542,1,26,94477,10,7298,55,1,-1,0,1,1,1,0,1,2,2,1,2,1,3,0,0,2,2,3,4,3,0,2,0,3,1,0,1,4,4,2,3,6,4,7,0,6,6,1,3,6,2,0,5,3,7,0
46745,0,27,226441,13,0,40,0,-1,0,0,0,1,0,0,1,2,1,2,2,0,0,0,2,3,2,4,3,0,4,1,4,1,0,0,0,6,6,3,3,1,5,6,6,2,0,5,3,2,4,2,6,9,0
17871,1,28,381789,10,0,40,0,-1,1,0,0,1,0,0,1,0,2,2,2,0,2,2,2,4,1,2,2,0,5,1,2,0,0,5,0,6,2,3,0,1,3,0,6,4,0,0,1,2,3,2,4,3,6
12457,1,60,160339,10,0,40,0,-1,1,0,0,1,0,2,1,2,1,2,0,0,1,2,2,1,2,1,3,0,0,1,0,4,0,4,0,1,0,3,1,1,4,2,6,5,0,2,5,2,1,2,0,5,0
47933,1,18,149017,8,0,10,0,-1,1,1,0,1,0,0,0,0,2,2,3,1,2,1,2,2,4,2,2,0,1,2,2,0,0,3,2,5,1,3,4,0,0,3,6,3,7,0,8,2,2,3,5,4,0
39662,0,19,208066,10,0,40,0,-1,1,0,0,1,0,0,1,2,1,2,2,0,0,2,2,2,2,1,1,0,2,4,4,2,0,5,1,6,2,3,3,1,3,7,2,7,8,3,7,8,8,7,8,1,0
30275,1,46,295334,16,0,60,1,-1,0,1,1,0,0,2,0,1,0,2,2,3,3,3,2,3,3,0,0,0,4,0,1,5,0,2,5,3,2,3,7,2,1,0,6,2,1,6,1,2,5,5,2,3,6
6361,1,35,63509,11,0,50,0,-1,0,0,0,1,0,1,0,2,1,2,1,1,1,0,2,0,1,1,4,0,2,2,3,3,0,3,6,0,2,3,6,0,2,0,6,6,2,8,6,2,0,9,3,7,0
15686,1,24,232841,9,0,35,0,-1,1,0,0,1,0,0,1,0,2,2,2,0,2,1,2,2,1,2,2,0,5,1,2,0,0,5,0,5,1,3,3,1,0,3,6,7,0,0,4,2,8,2,5,8,0
20052,0,41,106982,10,0,40,1,-1,0,0,0,1,0,1,1,2,1,2,1,0,0,0,2,0,2,4,3,0,2,4,4,4,0,3,1,4,3,3,6,1,7,4,6,0,8,7,1,2,9,7,9,0,0
29679,1,30,177304,10,0,44,0,-1,1,0,0,1,0,0,1,0,2,2,2,0,0,1,2,2,2,2,4,0,2,4,3,3,0,3,1,5,2,2,3,1,0,0,7,1,8,8,4,2,0,7,3,8,5
25828,1,24,462820,13,0,40,0,-1,1,1,0,1,0,0,0,2,0,2,2,1,2,2,2,4,3,2,2,0,5,0,1,0,0,5,5,6,2,3,0,2,3,0,6,4,7,0,1,2,3,3,4,3,0
16584,1,52,196894,7,0,40,0,-1,1,0,0,1,0,2,0,0,1,2,0,1,1,2,2,4,1,1,3,0,0,2,0,4,4,6,6,1,0,3,5,0,4,2,6,0,2,2,5,2,1,9,0,5,8
4657,1,34,34374,10,0,50,0,-1,0,0,0,1,0,1,1,2,1,2,1,0,1,0,2,0,1,1,4,0,2,5,3,3,0,3,6,0,2,3,6,5,2,0,6,6,5,8,6,2,7,1,3,7,0
19785,0,19,208656,10,594,20,0,-1,1,0,0,1,0,0,1,2,1,2,3,0,0,2,0,2,2,3,1,3,1,1,5,2,5,5,0,2,4,6,3,1,6,5,5,7,0,4,2,7,2,2,7,6,9
34910,1,64,234570,10,0,40,0,-1,1,0,0,1,0,2,1,2,1,2,0,0,1,2,2,1,1,1,3,0,0,5,0,4,0,4,6,1,0,3,1,5,4,2,6,8,5,2,5,2,1,1,0,5,6
26704,1,40,126701,5,0,45,0,-1,1,1,0,1,0,1,0,0,1,2,1,1,1,2,2,0,4,1,3,0,3,2,0,4,0,6,2,1,0,3,5,0,4,2,6,1,7,2,1,2,6,3,0,5,0
20057,1,29,107812,10,0,15,0,-1,0,0,0,1,0,1,0,0,2,2,3,1,2,1,2,0,1,2,2,0,1,5,2,0,0,3,6,5,1,3,6,5,0,3,6,3,2,0,8,2,2,9,5,4,0
29465,1,58,31732,10,0,45,1,-1,0,0,0,1,0,1,0,2,1,2,0,1,1,0,2,0,1,1,3,0,0,5,0,4,0,4,6,1,0,3,1,5,4,2,6,5,5,2,5,2,9,1,0,5,6
2189,0,74,39890,10,0,18,0,-1,0,1,0,1,0,1,0,2,1,2,0,3,0,0,2,1,3,1,3,0,0,0,4,4,0,4,4,4,3,3,1,2,7,4,6,5,1,7,1,2,9,5,9,0,0
2791,0,55,92215,9,0,40,0,-1,1,0,0,1,0,1,1,2,1,2,0,0,1,0,2,0,2,4,3,0,0,1,4,4,4,4,0,4,3,3,1,1,7,4,6,5,0,7,1,2,9,2,9,0,6
19244,1,26,381618,5,0,45,0,-1,1,1,0,1,0,0,0,0,1,2,2,3,2,2,2,4,3,2,2,0,3,0,2,0,0,5,5,6,2,3,4,2,3,0,6,7,1,0,1,2,8,5,4,3,0
26845,1,47,173938,13,0,57,1,-1,0,0,1,0,0,2,0,1,0,2,0,1,3,3,2,3,1,0,0,0,4,5,1,5,0,2,6,3,5,3,7,5,1,1,6,6,2,6,0,2,5,9,2,2,6
33540,0,64,45868,4,0,35,0,-1,1,1,0,1,0,1,0,2,1,2,0,1,1,0,2,0,3,1,3,0,0,2,0,4,0,4,5,4,3,3,5,7,7,4,6,5,7,7,1,2,6,3,9,0,6
4162,0,29,446559,12,0,50,0,-1,1,1,0,1,0,0,0,2,1,1,2,1,0,2,2,4,3,4,3,0,5,2,4,1,0,5,5,6,6,0,0,7,3,6,7,4,7,3,3,0,3,3,4,3,2
18805,1,59,253062,15,0,55,1,-1,0,1,1,0,0,2,0,1,0,2,0,3,3,3,2,1,3,0,0,0,4,0,1,5,0,2,5,3,5,3,7,2,1,1,6,2,1,6,0,2,5,5,2,2,0
15878,1,35,115214,9,6497,65,0,-1,1,1,1,1,0,1,2,2,1,2,1,3,1,0,2,0,3,1,3,0,2,0,3,1,1,1,4,0,2,3,2,4,2,0,2,6,1,1,6,8,0,5,1,7,0
4,0,28,338409,13,0,40,0,-1,0,0,0,1,0,0,0,2,1,2,2,1,0,0,2,3,1,4,3,0,5,5,4,1,0,0,6,6,6,3,0,5,5,6,6,4,5,5,3,2,3,1,6,9,6
2385,1,56,211804,13,15024,50,1,-1,0,1,1,0,0,2,2,2,1,2,0,3,0,0,2,1,3,4,3,0,0,0,4,1,0,2,4,4,2,0,7,4,7,0,7,8,6,3,1,0,5,4,4,3,2
42363,1,35,91124,13,0,40,0,-1,0,0,1,0,0,1,1,1,0,2,1,0,3,3,0,3,2,0,0,4,4,1,1,5,0,2,0,3,5,0,7,1,1,1,7,2,0,6,0,2,4,2,2,2,2
18862,1,50,94391,11,0,50,1,-1,0,0,1,1,0,1,0,2,1,2,1,1,1,0,2,0,1,1,3,0,0,5,3,4,0,4,6,0,0,3,1,5,2,2,6,6,5,1,6,2,9,1,3,7,6
3494,1,21,182606,10,0,40,0,-1,1,0,0,1,0,0,1,0,2,2,2,0,2,1,2,2,2,2,2,0,2,4,2,3,0,3,1,5,1,3,3,1,0,3,6,7,8,8,4,2,8,7,3,8,0
5739,1,41,202168,10,0,60,1,-1,1,0,1,1,0,2,1,2,1,2,2,1,1,0,2,3,1,1,3,0,3,5,3,1,0,1,6,0,2,3,2,5,2,0,6,6,5,1,6,2,0,1,1,7,0
39398,1,47,189498,9,0,65,1,-1,1,1,1,1,0,2,0,2,1,2,2,1,1,0,2,3,4,1,3,0,3,2,3,1,4,1,2,0,2,3,2,7,2,0,2,6,7,1,6,2,0,3,1,7,8
3899,1,22,131230,10,0,40,0,-1,0,0,0,1,0,0,1,0,2,2,1,0,2,1,2,2,2,2,4,0,2,4,2,3,0,3,1,5,1,3,6,1,0,3,6,3,8,8,8,2,7,7,3,4,0
37154,1,27,183148,9,0,40,0,-1,1,0,0,1,0,0,1,0,2,2,2,0,2,1,2,2,2,2,2,0,2,4,2,3,0,3,1,5,1,3,3,3,0,3,6,1,4,8,4,2,8,0,3,8,0
45474,1,46,25894,16,0,40,1,-1,0,1,1,0,0,1,0,1,0,2,1,1,3,3,2,1,3,0,0,0,4,0,1,5,0,2,5,3,5,3,7,2,1,1,6,2,7,6,0,2,5,3,2,2,6
27362,1,27,269444,9,0,40,0,-1,1,0,0,1,0,0,1,0,2,2,2,0,2,1,2,2,2,2,2,0,5,4,2,0,0,5,1,6,2,3,3,1,3,0,6,7,8,0,4,2,8,7,4,3,0
13099,1,19,339123,10,0,40,0,-1,1,0,0,1,0,0,1,0,2,2,2,0,2,2,2,2,1,2,2,0,5,5,2,0,0,5,0,6,2,3,3,5,3,0,6,4,5,0,1,2,3,1,4,3,0
46184,0,61,149981,9,0,40,0,-1,1,0,0,1,0,2,1,2,1,2,0,0,0,0,2,0,2,4,3,0,0,1,4,4,0,4,0,4,3,3,1,1,7,4,6,5,8,7,1,2,1,7,9,0,0
23141,0,25,109419,9,0,40,0,-1,1,0,0,1,0,1,1,2,1,2,1,0,0,0,2,2,2,1,3,0,2,4,4,4,0,3,1,4,3,3,6,3,7,7,6,3,4,3,7,2,7,0,8,1,0
28382,1,17,228253,6,0,10,0,-1,1,1,0,1,0,0,0,0,2,2,3,1,2,1,2,2,4,2,2,0,1,2,2,0,0,5,2,5,1,3,4,0,0,3,7,3,2,0,8,2,2,9,5,4,0
39644,1,61,243019,1,0,40,0,-1,1,1,0,1,0,2,2,0,1,2,0,3,1,2,0,4,3,1,3,3,3,0,0,4,5,6,4,1,0,6,5,4,4,2,5,5,1,2,1,7,6,5,0,5,9
14764,0,39,165235,13,0,40,1,-1,0,0,0,1,0,1,1,2,1,2,1,0,0,0,2,3,2,4,3,0,4,1,4,1,0,2,0,6,6,3,7,1,5,6,6,2,0,5,3,2,4,2,6,9,6
18627,1,34,54850,13,0,50,0,-1,0,0,1,0,0,1,0,1,0,2,1,1,3,3,2,3,1,0,0,0,4,5,1,5,0,2,6,3,5,3,7,5,1,1,6,2,5,6,0,2,4,1,2,2,6
10241,1,38,179579,9,0,40,0,-1,1,0,0,1,0,1,1,0,1,2,1,0,1,0,2,0,2,1,3,0,2,4,3,1,0,6,1,5,2,3,2,3,0,0,6,1,4,8,4,2,7,0,3,8,0
6132,1,59,197290,5,0,40,0,-1,1,0,0,1,0,2,0,0,1,2,0,1,1,2,2,4,1,1,3,0,0,5,0,4,4,6,6,1,0,3,5,0,4,2,6,5,2,2,1,2,6,9,0,5,8
5604,0,47,176319,9,0,38,1,-1,1,0,0,1,0,1,1,2,1,2,0,0,0,0,2,0,2,4,3,0,0,4,4,4,0,6,1,4,3,3,1,3,7,4,6,0,4,7,1,2,1,0,9,0,6
46630,0,51,163606,10,0,40,0,-1,1,0,0,1,0,1,1,2,1,2,0,0,0,0,2,0,2,4,3,0,0,4,4,4,0,4,1,4,3,3,1,1,7,4,6,0,8,7,1,2,1,7,9,0,0
9354,0,39,358837,10,0,40,0,-1,1,0,0,1,0,2,1,2,1,2,2,1,0,2,2,4,1,4,3,0,5,5,4,1,0,5,6,6,2,3,0,5,3,0,6,4,5,3,1,2,3,1,4,3,0
8557,1,41,209547,9,0,40,0,-1,1,0,0,1,0,1,1,0,1,2,2,0,0,2,2,4,2,1,3,0,2,4,4,4,0,6,1,4,2,3,2,3,3,0,6,0,4,3,4,2,0,0,4,8,0
45556,0,19,188618,9,0,24,0,-1,1,0,0,1,0,0,1,2,1,2,3,0,0,2,2,2,1,3,1,0,1,1,5,2,0,3,0,2,4,3,3,1,6,5,6,3,0,4,2,2,2,2,7,6,6
4039,0,39,99065,13,0,40,1,-1,0,0,0,1,0,1,1,2,1,2,1,0,0,0,2,3,2,4,3,0,4,1,4,1,0,2,0,6,6,3,7,1,5,6,6,2,0,5,3,2,5,2,6,9,0
469,0,30,118551,13,0,16,1,-1,0,1,0,1,0,1,0,2,1,2,3,1,0,2,2,0,3,3,1,0,1,2,5,2,0,0,5,2,4,3,6,7,6,5,6,2,7,4,2,2,2,3,7,6,0
47610,0,26,33016,11,0,55,0,-1,0,1,0,1,0,1,0,2,1,2,1,1,0,0,2,3,4,4,3,0,2,2,4,4,0,3,2,4,3,3,6,7,7,7,2,6,7,3,7,8,4,3,8,1,0
21570,1,28,319768,14,0,45,1,-1,0,0,1,0,0,0,0,1,0,2,2,1,3,3,2,3,1,0,0,0,4,5,1,5,0,0,6,3,5,3,0,5,1,1,6,4,2,6,0,2,3,9,2,2,6
9061,1,56,139616,13,0,45,1,-1,0,0,1,0,0,2,1,1,0,2,0,1,3,3,2,1,1,0,0,0,0,5,1,5,0,2,6,3,5,3,7,5,1,1,6,2,5,6,0,2,5,1,2,2,0
26856,1,29,109001,10,0,35,0,-1,0,0,0,1,0,1,1,0,2,2,1,0,2,1,2,0,2,2,4,0,2,1,2,3,0,3,0,5,1,3,6,1,0,3,6,3,0,8,8,2,7,7,3,4,0
28594,1,18,135924,10,0,40,0,-1,0,0,0,1,0,0,1,0,2,2,1,0,2,1,2,2,2,2,4,0,2,4,2,3,0,3,1,5,1,3,6,1,0,3,6,3,8,8,8,2,8,7,3,4,0
30732,1,69,121136,9,0,13,0,-1,1,1,0,1,0,1,0,2,1,2,0,1,1,2,2,0,4,1,3,0,0,2,0,4,0,4,2,1,0,3,1,7,4,2,6,5,7,2,1,2,1,3,0,5,0
31635,1,27,180758,10,0,30,0,-1,1,0,0,1,0,0,0,0,2,2,3,1,2,1,2,2,1,2,2,0,1,5,2,0,0,3,6,5,1,3,3,5,0,3,6,3,5,0,8,2,2,1,5,4,0
15951,1,48,118889,9,2885,15,0,-1,1,1,0,1,0,1,0,0,1,2,3,1,0,2,2,0,3,2,3,0,1,2,0,4,0,4,5,4,0,3,1,7,4,2,6,5,7,2,8,2,9,3,0,5,0
23421,1,53,229465,14,0,55,1,-1,0,1,1,0,0,2,0,1,0,2,0,1,3,3,2,1,4,0,0,0,4,2,1,5,0,2,2,3,5,3,7,0,1,1,6,2,2,6,0,2,5,9,2,2,6
9060,1,67,247566,9,0,24,0,-1,1,1,0,1,0,2,0,2,1,2,0,1,1,2,2,4,3,1,3,0,0,0,0,4,0,4,5,1,0,3,1,2,4,2,6,5,7,2,1,2,1,3,0,5,0
7442,1,39,272950,13,0,45,1,-1,0,0,1,0,0,2,1,1,0,2,2,1,3,3,2,3,1,0,0,0,4,5,1,5,0,0,6,3,5,3,7,5,1,1,6,2,5,6,0,2,3,1,2,2,0
44217,0,23,122244,10,0,40,0,-1,0,0,0,1,0,0,1,2,1,2,1,0,0,0,3,2,2,1,3,0,2,4,4,4,0,3,1,4,3,2,6,1,7,7,6,3,8,3,7,2,7,7,8,1,5
13152,1,63,225102,9,0,40,0,-1,1,0,0,1,0,2,1,2,1,2,0,0,1,2,2,4,2,1,3,0,0,4,0,4,0,4,0,1,0,3,1,1,4,2,6,5,8,2,5,2,1,7,0,5,0
4248,0,43,243476,9,0,40,0,-1,1,0,0,1,0,2,1,2,1,2,2,0,0,0,2,4,2,4,3,0,5,4,4,4,0,6,1,4,3,3,2,3,7,4,6,0,4,3,1,2,1,0,4,3,0
11757,0,36,279615,13,0,40,0,-1,0,0,0,1,0,0,1,2,1,2,2,0,0,0,2,3,1,4,3,0,4,5,4,1,0,0,0,6,6,3,7,5,5,6,6,2,5,5,3,2,3,1,6,9,6
36548,0,58,95428,14,0,40,0,-1,0,0,1,1,0,1,1,2,1,2,0,1,0,0,0,1,1,4,3,0,0,5,4,1,5,2,6,6,6,2,7,5,5,6,5,2,5,5,3,2,5,1,6,9,6
4969,1,29,77760,9,0,45,0,-1,1,0,0,1,0,1,1,0,1,2,1,0,1,0,2,0,2,1,4,0,2,1,3,3,0,3,0,5,1,3,6,1,0,3,6,3,0,8,8,2,7,2,3,4,0
8358,1,43,163847,13,0,50,1,-1,0,0,1,0,0,1,1,1,0,2,1,0,3,3,2,3,1,0,0,0,4,1,1,5,0,2,0,3,5,3,7,1,1,1,6,2,0,6,0,2,5,2,2,2,0
12483,1,46,30219,10,7688,38,1,-1,0,1,1,1,0,1,2,2,1,2,1,3,0,0,2,0,3,1,3,0,0,0,4,4,0,4,4,4,0,3,1,4,7,2,6,5,1,3,1,2,9,5,3,5,6
4107,0,25,186294,9,0,50,0,-1,1,0,0,1,0,0,1,2,1,2,2,0,0,0,2,2,1,4,3,0,3,5,4,4,0,3,6,4,3,3,2,5,7,7,6,7,5,3,7,2,8,1,8,1,0
21194,0,25,232914,13,0,38,0,-1,0,0,0,1,0,0,1,2,1,2,2,0,0,0,2,3,2,4,3,0,4,1,4,1,0,0,0,6,6,3,3,1,5,6,6,2,0,5,3,2,4,2,6,9,0
39527,1,58,106740,9,0,40,1,-1,1,0,0,1,0,1,1,2,1,2,0,0,1,0,2,0,2,1,3,0,0,4,0,4,4,4,1,1,0,3,1,1,4,2,6,5,8,2,5,2,9,7,0,5,6
40477,0,38,202937,12,0,40,1,-1,0,0,0,1,0,1,1,2,1,2,2,0,0,0,2,3,2,4,3,0,4,1,4,1,0,0,0,6,6,3,7,1,5,6,6,2,0,5,3,2,4,2,6,9,0
40192,1,52,165998,15,7298,50,1,-1,0,1,1,0,0,2,2,2,0,2,0,3,0,3,2,1,3,4,3,0,4,0,4,5,0,2,4,4,5,2,7,4,7,1,6,2,6,3,1,2,5,4,4,2,6
28062,1,44,116358,13,0,40,1,-1,0,0,1,0,0,1,1,1,0,2,1,0,3,3,2,1,2,0,0,0,4,1,1,5,0,2,0,3,5,3,7,1,1,1,6,2,0,6,0,2,5,2,2,2,6
40278,1,60,40856,9,0,40,0,-1,1,0,0,1,0,1,1,2,1,1,0,0,1,0,0,0,1,1,3,2,0,1,0,4,5,4,0,1,0,5,1,1,4,2,4,5,0,2,5,6,9,2,0,5,1
19538,0,36,76767,10,0,39,0,-1,0,0,0,1,0,1,1,2,1,2,1,0,0,0,2,0,2,4,3,0,2,4,4,4,0,3,1,4,3,3,6,1,7,7,6,3,8,7,1,2,7,7,8,1,0
23943,0,40,55191,10,0,40,0,-1,0,0,0,1,0,1,1,2,1,2,1,0,0,0,2,0,2,4,3,0,2,4,4,4,0,3,1,4,3,3,6,1,7,4,6,3,8,7,1,2,9,7,9,0,0
37527,1,67,162009,6,0,16,0,-1,1,1,0,1,0,2,2,0,1,2,0,3,1,2,2,4,3,1,3,0,0,0,0,4,0,4,4,1,0,3,5,2,4,2,6,5,1,2,1,5,6,5,0,5,0
