,gender,age,fnlwgt,education_num,capital_gain,hours_per_week,GroundTruth,GroundTruth_DB,FairDEN,Scalable,FairSC_normalized,FairSC
40324,0,59,201159,8,0,48,0,-1,1,0,0,1
5011,0,27,198813,9,0,40,0,-1,1,1,0,1
45427,1,67,194456,14,0,10,0,-1,0,0,1,0
28403,1,26,189502,13,0,80,1,-1,0,1,1,0
14916,1,47,250170,9,0,40,1,-1,1,0,0,1
2530,0,21,294789,10,0,25,0,-1,1,1,0,1
34545,1,40,262461,9,0,40,0,-1,1,1,0,1
42370,1,18,294720,7,0,12,0,-1,0,1,0,1
351,1,26,192262,9,0,40,0,-1,1,1,0,1
27591,1,27,384308,10,0,45,0,-1,1,1,0,1
12052,0,20,216563,10,0,20,0,-1,1,1,0,1
30245,1,36,255454,9,0,30,0,-1,1,1,0,1
22472,1,51,246820,9,7298,48,1,-1,0,0,1,1
46673,1,34,107417,9,0,40,0,-1,1,0,0,1
46724,1,49,272780,10,15024,60,1,-1,0,1,1,0
17816,1,35,139086,9,0,40,0,-1,1,0,0,1
1640,0,52,158993,9,0,38,0,-1,1,0,0,1
33411,0,27,171133,6,0,38,0,-1,1,1,0,1
45843,1,18,115815,7,0,20,0,-1,1,1,0,1
43452,1,56,183580,13,0,30,0,-1,0,0,1,0
12892,1,44,157249,13,0,50,1,-1,1,0,1,0
45565,0,62,125832,5,0,35,0,-1,0,0,0,1
7205,1,47,315110,10,0,20,0,-1,0,1,0,1
24640,0,18,157131,7,0,40,0,-1,1,1,0,1
17717,1,26,106406,10,0,40,0,-1,1,0,0,1
5070,0,32,128714,9,0,32,0,-1,1,0,0,1
42190,1,37,178877,9,0,45,0,-1,1,0,0,1
32622,0,26,98114,9,0,40,0,-1,1,0,0,1
13922,1,45,480717,13,0,38,0,-1,0,1,0,0
34155,1,37,177420,9,0,40,1,-1,1,0,0,1
9026,0,55,201112,9,0,40,0,-1,1,0,0,1
9459,1,33,252168,9,0,40,0,-1,1,1,0,1
30450,1,57,199847,13,15024,60,1,-1,0,0,1,0
18641,0,20,215495,10,0,40,0,-1,1,1,0,1
36325,1,49,182313,9,0,40,0,-1,1,0,0,1
5610,0,26,306225,13,0,40,0,-1,1,1,0,1
37054,0,30,287737,10,3325,40,0,-1,0,1,0,1
26396,1,43,240504,9,0,40,0,-1,1,1,0,1
20788,1,35,170174,9,7298,60,1,-1,0,0,1,1
18304,1,33,116508,6,0,40,0,-1,1,0,0,1
23571,1,39,53569,11,0,40,0,-1,1,0,0,1
28045,1,72,258761,9,0,40,0,-1,0,0,0,1
11081,1,28,263614,13,0,40,1,-1,1,1,1,0
23877,1,30,202051,13,0,42,1,-1,1,1,1,0
45200,1,38,186191,9,0,60,0,-1,1,0,1,1
37075,1,45,181363,10,0,46,0,-1,1,0,0,1
26373,0,42,138662,10,0,40,0,-1,1,0,0,1
27743,1,17,143331,7,0,20,0,-1,1,1,0,1
2059,0,20,176321,8,0,40,0,-1,1,1,0,1
37435,1,62,162876,10,0,40,0,-1,1,0,0,1
23690,0,28,114158,13,0,15,0,-1,0,0,0,1
10951,0,24,182276,9,0,25,0,-1,1,1,0,1
37775,1,54,276005,15,0,40,1,-1,0,0,1,0
23709,1,47,185041,10,7298,40,1,-1,0,0,1,1
10855,0,23,141264,10,0,40,0,-1,1,1,0,1
43027,1,62,202958,10,0,40,0,-1,1,0,0,1
34186,0,47,139701,3,0,40,0,-1,0,0,0,1
23898,1,60,118197,10,0,65,0,-1,0,0,1,1
8952,1,44,182402,9,0,40,1,0,1,0,0,1
37161,1,55,200448,10,0,40,0,-1,1,0,0,1
10263,0,18,27620,9,0,25,0,-1,1,0,0,1
1603,1,57,236944,9,0,40,1,-1,1,0,0,1
14183,1,40,77975,10,0,40,0,-1,1,0,0,1
32843,1,41,240900,7,0,40,0,-1,1,1,0,1
15400,1,48,182211,9,0,44,1,-1,1,0,0,1
21011,1,61,35001,4,2885,40,0,-1,0,0,0,1
22772,1,46,124733,10,0,40,0,-1,1,0,0,1
41466,1,56,169560,9,0,40,0,-1,1,0,0,1
3792,1,53,137428,4,0,60,1,-1,0,0,0,1
47750,1,48,213140,12,0,60,1,-1,0,0,1,0
1406,1,30,30226,7,0,40,0,-1,0,0,0,1
44519,1,52,142757,10,0,56,1,-1,1,0,0,1
47686,1,36,167284,11,0,40,0,-1,1,0,0,1
36054,0,25,124111,13,0,36,0,-1,1,0,0,1
30295,0,23,227070,10,0,48,0,-1,1,1,0,1
23372,1,39,315565,9,0,40,0,-1,1,1,0,1
25299,1,31,87891,10,0,40,0,-1,1,0,0,1
32211,1,61,137554,4,0,40,0,-1,0,0,0,1
13604,1,55,199067,13,15024,42,1,-1,0,0,1,0
34040,0,29,149902,16,0,80,0,-1,0,0,1,0
5228,0,22,271274,7,0,40,0,-1,0,1,0,1
19805,0,29,119004,9,0,40,0,-1,1,0,0,1
30711,1,56,107165,9,0,18,0,-1,0,0,0,1
47416,0,36,127865,13,4650,25,0,-1,0,0,0,1
47019,1,45,243743,10,0,50,1,-1,1,0,0,1
14564,0,18,177648,9,0,25,0,-1,1,1,0,1
27099,1,39,152023,7,0,40,0,-1,1,0,0,1
