,black,population,householdsize,agePct12t21,agePct12t29,agePct16t24,agePct65up,numbUrban,pctUrban,medIncome,pctWWage,pctWFarmSelf,pctWSocSec,pctWRetire,medFamInc,perCapInc,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,MalePctDivorce,MalePctNevMarr,FemalePctDiv,TotalPctDiv,PersPerFam,PctFam2Par,PctKids2Par,PctYoungKids2Par,PctTeen2Par,PctWorkMomYoungKids,PctWorkMom,PctLargHouseFam,PctLargHouseOccup,PersPerOccupHous,PersPerOwnOccHous,PersPerRentOccHous,PctPersOwnOccup,PctPersDenseHous,PctHousLess3BR,MedNumBR,HousVacant,PctHousOccup,PctHousOwnOcc,PctVacantBoarded,PctVacMore6Mos,MedYrHousBuilt,PctHousNoPhone,PctWOFullPlumb,OwnOccLowQuart,OwnOccMedVal,OwnOccHiQuart,RentLowQ,RentMedian,RentHighQ,MedRent,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,NumInShelters,LandArea,PopDens,PctUsePubTrans,LemasPctOfficDrugUn,GroundTruth,GroundTruth_DB,FairDEN,Scalable,FairSC_normalized,FairSC
44,1,0.02,0.73,0.34,0.37,0.27,0.55,0.04,1.0,0.78,0.74,0.19,0.54,0.57,0.72,0.59,0.21,0.23,0.5,0.18,0.48,0.35,0.42,0.19,0.57,0.09,0.41,0.12,0.11,0.62,0.93,0.91,0.94,0.86,0.0,0.11,0.3,0.34,0.72,0.68,0.74,0.92,0.06,0.1,0.5,0.0,0.98,0.93,0.0,0.11,0.38,0.02,0.05,0.68,0.66,0.65,0.87,1.0,1.0,1.0,0.35,0.47,0.46,0.01,0.03,0.2,0.32,0.0,0,-1,1,0,0,0
45,1,0.12,0.41,0.72,0.79,0.73,0.21,0.14,1.0,0.25,0.73,0.52,0.22,0.24,0.35,0.28,0.12,0.12,0.7,0.34,0.56,0.35,0.68,0.21,0.58,0.36,0.73,0.43,0.41,0.42,0.7,0.74,0.8,0.6,0.52,0.55,0.15,0.12,0.37,0.47,0.29,0.46,0.09,0.52,0.5,0.09,0.83,0.42,0.06,0.3,0.73,0.14,0.18,0.19,0.18,0.16,0.32,0.31,0.34,0.28,0.75,0.48,0.4,0.02,0.12,0.18,0.07,0.0,0,-1,0,0,0,0
46,0,0.03,0.67,0.38,0.5,0.25,0.24,0.03,0.68,0.47,0.71,0.27,0.34,0.35,0.42,0.3,0.27,0.41,0.27,0.32,0.58,0.28,0.51,0.4,0.44,0.38,0.42,0.46,0.44,0.65,0.72,0.68,0.83,0.57,0.56,0.62,0.33,0.35,0.66,0.68,0.49,0.83,0.1,0.33,0.5,0.04,0.71,0.81,0.37,0.83,0.79,0.13,0.22,0.23,0.22,0.22,0.37,0.4,0.48,0.45,0.66,0.61,0.96,0.07,0.17,0.04,0.34,0.0,0,-1,0,0,0,0
47,1,0.0,0.47,0.42,0.41,0.24,0.5,0.0,0.0,0.18,0.28,0.49,0.65,0.31,0.21,0.18,0.65,0.62,0.18,0.45,0.3,0.13,0.38,0.54,0.36,0.4,0.24,0.43,0.43,0.54,0.64,0.59,0.46,0.68,0.13,0.23,0.34,0.32,0.51,0.46,0.59,0.63,0.28,0.44,0.5,0.03,0.44,0.66,0.28,0.94,0.48,0.66,0.28,0.05,0.05,0.06,0.05,0.11,0.13,0.1,0.3,0.19,0.22,0.0,0.02,0.11,0.02,0.0,0,-1,0,1,0,0
48,1,0.04,0.32,0.34,0.43,0.26,0.38,0.05,1.0,0.37,0.62,0.19,0.38,0.48,0.44,0.45,0.08,0.15,0.58,0.26,0.62,0.31,0.47,0.2,0.6,0.59,0.37,0.67,0.66,0.38,0.62,0.68,0.7,0.62,0.68,0.71,0.15,0.13,0.34,0.45,0.2,0.59,0.08,0.49,0.5,0.04,0.77,0.52,0.03,0.25,0.65,0.12,0.07,0.23,0.21,0.22,0.29,0.31,0.37,0.29,0.53,0.52,0.24,0.0,0.03,0.23,0.14,0.0,0,-1,0,1,0,0
49,1,0.01,0.35,0.39,0.44,0.28,0.55,0.0,0.0,0.23,0.45,0.05,0.6,0.6,0.24,0.22,0.41,0.57,0.17,0.47,0.44,0.72,0.37,0.76,0.31,0.58,0.32,0.5,0.56,0.4,0.57,0.6,0.44,0.71,0.6,0.65,0.15,0.14,0.37,0.43,0.34,0.51,0.08,0.6,0.0,0.03,0.59,0.49,0.17,0.45,0.25,0.64,0.43,0.18,0.17,0.15,0.25,0.31,0.34,0.29,0.59,0.74,0.69,0.0,0.12,0.03,0.02,0.0,0,-1,0,1,0,0
50,0,0.06,0.31,0.4,0.48,0.29,0.43,0.07,1.0,0.24,0.47,0.19,0.52,0.7,0.27,0.26,0.32,0.45,0.19,0.54,0.41,0.78,0.31,0.6,0.28,0.73,0.32,0.76,0.78,0.39,0.44,0.47,0.4,0.45,0.49,0.48,0.16,0.14,0.33,0.35,0.32,0.56,0.08,0.56,0.0,0.09,0.67,0.55,0.4,0.55,0.31,0.46,0.17,0.06,0.05,0.05,0.17,0.19,0.19,0.2,0.48,0.08,0.36,0.04,0.04,0.26,0.01,0.82,0,-1,0,1,0,0
51,0,0.35,0.62,0.52,0.6,0.42,0.26,0.36,1.0,0.38,0.66,0.22,0.32,0.46,0.39,0.31,0.3,0.38,0.3,0.44,0.51,0.37,0.45,0.42,0.4,0.51,0.54,0.61,0.59,0.68,0.59,0.57,0.69,0.6,0.38,0.37,0.58,0.53,0.64,0.67,0.59,0.47,0.5,0.51,0.5,0.25,0.77,0.46,0.19,0.21,0.63,0.22,0.19,0.32,0.33,0.32,0.48,0.47,0.55,0.47,0.68,0.62,0.17,0.1,0.22,0.24,0.09,0.22,0,-1,0,1,0,0
52,0,0.04,0.52,0.33,0.42,0.24,0.52,0.05,1.0,0.4,0.58,0.07,0.58,0.58,0.4,0.33,0.27,0.43,0.2,0.23,0.52,0.4,0.33,0.43,0.35,0.38,0.42,0.39,0.4,0.58,0.65,0.63,0.76,0.63,0.35,0.45,0.34,0.33,0.55,0.6,0.26,0.84,0.09,0.26,0.5,0.01,0.93,0.79,0.45,0.6,0.31,0.15,0.11,0.21,0.19,0.18,0.35,0.37,0.42,0.35,0.52,0.5,0.63,0.0,0.03,0.28,0.29,0.0,0,-1,0,1,0,0
53,1,0.02,0.62,0.49,0.4,0.3,0.26,0.03,0.77,0.79,0.75,0.3,0.35,0.44,0.74,0.67,0.11,0.14,0.67,0.24,0.59,0.29,0.55,0.14,0.76,0.2,0.35,0.23,0.22,0.62,0.9,0.92,0.86,0.75,0.21,0.36,0.22,0.24,0.66,0.73,0.24,0.87,0.02,0.18,0.5,0.01,0.87,0.8,0.11,0.54,0.73,0.03,0.0,0.5,0.52,0.54,0.67,0.65,1.0,0.76,0.51,0.57,0.43,0.0,0.11,0.04,0.11,0.0,0,-1,0,0,0,0
54,1,0.0,0.47,0.45,0.54,0.35,0.34,0.02,1.0,0.23,0.49,0.3,0.5,0.53,0.24,0.18,0.63,0.7,0.08,0.53,0.38,0.78,0.17,0.77,0.15,0.55,0.28,0.63,0.62,0.47,0.59,0.6,0.46,0.6,0.31,0.4,0.18,0.19,0.5,0.51,0.5,0.51,0.1,0.47,0.5,0.01,0.9,0.52,0.39,0.43,0.44,0.41,0.07,0.1,0.09,0.08,0.14,0.18,0.19,0.21,0.45,0.21,0.29,0.0,0.02,0.11,0.01,0.0,0,-1,0,1,0,0
55,0,0.01,0.48,0.43,0.46,0.3,0.53,0.0,0.0,0.13,0.35,0.32,0.67,0.49,0.13,0.13,0.53,0.66,0.16,0.65,0.24,0.63,0.38,0.64,0.28,0.77,0.24,0.62,0.71,0.48,0.57,0.51,0.53,0.57,0.26,0.35,0.31,0.28,0.45,0.38,0.59,0.54,0.26,0.51,0.5,0.04,0.45,0.59,0.43,0.73,0.48,0.94,0.37,0.02,0.03,0.05,0.1,0.13,0.16,0.17,0.49,0.44,0.57,0.0,0.06,0.06,0.04,0.0,0,-1,0,1,0,0
56,1,0.16,0.44,0.37,0.49,0.3,0.29,0.18,1.0,0.5,0.7,0.21,0.29,0.45,0.49,0.43,0.12,0.18,0.42,0.25,0.69,0.2,0.32,0.26,0.47,0.57,0.45,0.69,0.66,0.47,0.62,0.65,0.71,0.54,0.51,0.6,0.26,0.24,0.47,0.47,0.49,0.51,0.24,0.46,0.5,0.09,0.86,0.53,0.05,0.13,0.58,0.08,0.05,0.51,0.51,0.52,0.65,0.6,0.7,0.6,0.65,0.65,0.19,0.03,0.08,0.32,0.56,0.57,0,-1,0,0,0,0
57,1,0.0,0.34,0.4,0.44,0.28,0.58,0.0,0.0,0.17,0.28,0.22,0.68,0.5,0.2,0.19,0.32,0.46,0.15,0.44,0.33,0.36,0.3,0.54,0.25,0.78,0.31,0.75,0.8,0.4,0.46,0.49,0.51,0.47,0.33,0.34,0.23,0.19,0.34,0.36,0.37,0.46,0.16,0.6,0.0,0.02,0.76,0.47,0.21,0.48,0.27,0.4,0.16,0.08,0.07,0.07,0.17,0.19,0.2,0.18,0.51,0.23,0.35,0.01,0.01,0.17,0.05,0.0,0,-1,0,1,0,0
58,0,0.24,0.37,0.44,0.55,0.38,0.31,0.25,0.99,0.34,0.67,0.33,0.32,0.58,0.38,0.38,0.22,0.3,0.54,0.33,0.57,0.43,0.46,0.23,0.66,0.52,0.45,0.57,0.56,0.42,0.58,0.58,0.67,0.53,0.52,0.54,0.17,0.16,0.38,0.45,0.32,0.54,0.12,0.44,0.5,0.25,0.72,0.51,0.1,0.25,0.6,0.28,0.14,0.15,0.16,0.18,0.24,0.25,0.28,0.26,0.31,0.15,0.22,0.17,0.48,0.08,0.0,0.51,0,-1,0,1,0,0
59,1,0.0,0.4,0.26,0.42,0.24,0.56,0.02,1.0,0.43,0.53,0.0,0.67,0.86,0.45,0.38,0.44,0.48,0.13,0.22,0.57,0.62,0.29,0.59,0.22,0.43,0.47,0.32,0.38,0.44,0.66,0.67,0.84,0.55,0.57,0.74,0.17,0.17,0.44,0.5,0.29,0.7,0.08,0.44,0.5,0.0,0.91,0.66,0.0,0.44,0.31,0.12,0.3,0.39,0.35,0.31,0.52,0.52,0.57,0.57,0.51,0.59,0.81,0.0,0.0,0.36,0.07,0.0,0,-1,0,1,0,0
60,1,0.01,0.36,0.24,0.41,0.24,0.58,0.03,1.0,0.52,0.55,0.24,0.63,0.53,0.52,0.49,0.36,0.39,0.35,0.2,0.55,0.43,0.35,0.33,0.53,0.27,0.39,0.28,0.29,0.42,0.81,0.83,0.91,0.64,0.35,0.29,0.16,0.15,0.4,0.48,0.27,0.64,0.06,0.51,0.5,0.01,0.9,0.59,0.1,0.53,0.17,0.03,0.17,0.53,0.49,0.48,0.68,0.66,0.73,0.67,0.51,0.7,0.78,0.0,0.01,0.42,0.21,0.0,0,-1,0,0,0,0
61,0,0.02,0.41,0.38,0.44,0.31,0.56,0.0,0.0,0.23,0.47,0.27,0.61,0.63,0.27,0.27,0.47,0.49,0.27,0.18,0.37,0.36,0.6,0.51,0.36,0.7,0.38,0.53,0.63,0.31,0.55,0.49,0.48,0.54,0.54,0.68,0.1,0.1,0.29,0.31,0.29,0.54,0.05,0.46,0.5,0.03,0.78,0.53,0.11,0.62,0.4,0.49,0.24,0.11,0.11,0.12,0.17,0.2,0.21,0.21,0.36,0.18,0.35,0.02,0.06,0.1,0.01,0.0,0,-1,0,1,0,0
62,1,0.0,0.38,0.61,0.57,0.49,0.47,0.0,0.0,0.16,0.49,0.61,0.47,0.36,0.23,0.18,0.22,0.32,0.3,0.47,0.38,0.26,0.66,0.52,0.43,0.55,0.45,0.5,0.54,0.42,0.57,0.65,0.56,0.64,0.66,0.57,0.24,0.19,0.35,0.42,0.31,0.45,0.12,0.59,0.0,0.01,0.79,0.43,0.14,0.37,0.4,0.41,0.36,0.06,0.05,0.06,0.13,0.15,0.15,0.14,0.47,0.22,0.44,0.0,0.01,0.24,0.0,0.0,0,-1,0,1,0,0
63,0,0.01,0.59,0.48,0.5,0.31,0.34,0.0,0.0,0.24,0.56,0.59,0.44,0.34,0.22,0.21,0.51,0.48,0.21,0.51,0.48,0.43,0.41,0.55,0.33,0.59,0.35,0.63,0.63,0.67,0.52,0.48,0.4,0.66,0.49,0.5,0.5,0.47,0.62,0.62,0.61,0.54,0.42,0.55,0.0,0.05,0.48,0.55,0.18,0.3,0.75,0.65,0.1,0.11,0.11,0.11,0.23,0.25,0.26,0.26,0.53,0.41,0.54,0.03,0.06,0.07,0.04,0.0,0,-1,0,1,0,0
64,0,0.02,0.5,0.35,0.36,0.22,0.71,0.0,0.0,0.18,0.08,0.12,0.83,0.82,0.2,0.21,0.45,0.65,0.14,0.74,0.08,0.25,0.34,0.5,0.22,0.57,0.31,0.58,0.59,0.53,0.45,0.47,0.47,0.65,0.13,0.18,0.56,0.51,0.53,0.36,0.81,0.48,0.55,0.71,0.0,0.04,0.58,0.59,0.23,0.35,0.6,0.41,0.21,0.18,0.19,0.22,0.31,0.33,0.37,0.34,0.72,0.61,0.36,0.02,0.05,0.09,0.02,0.0,0,-1,1,1,0,0
65,1,0.04,0.25,0.15,0.42,0.19,0.26,0.05,1.0,0.92,0.71,0.31,0.21,0.33,0.96,1.0,0.02,0.04,0.93,0.08,0.78,0.46,0.44,0.07,0.98,0.56,0.63,0.54,0.56,0.28,0.8,0.82,0.89,0.73,0.51,0.53,0.07,0.06,0.28,0.37,0.19,0.6,0.06,0.53,0.5,0.04,0.83,0.55,0.1,0.25,0.35,0.02,0.1,1.0,1.0,1.0,0.99,1.0,1.0,1.0,0.28,0.66,0.14,0.0,0.01,0.68,0.05,0.0,0,-1,1,0,0,0
66,0,0.07,0.42,0.43,0.48,0.32,0.47,0.09,1.0,0.24,0.51,0.23,0.55,0.45,0.26,0.26,0.59,0.66,0.24,0.31,0.5,0.84,0.23,0.77,0.31,0.62,0.38,0.62,0.65,0.44,0.42,0.38,0.38,0.43,0.56,0.58,0.22,0.21,0.44,0.43,0.46,0.48,0.16,0.55,0.0,0.06,0.8,0.49,0.23,0.4,0.52,0.36,0.13,0.09,0.1,0.13,0.12,0.18,0.23,0.23,0.35,0.32,0.4,0.05,0.09,0.15,0.05,0.0,0,-1,0,1,0,0
67,0,0.01,0.43,0.4,0.58,0.39,0.24,0.03,0.93,0.74,0.84,0.25,0.21,0.31,0.74,0.78,0.15,0.15,0.71,0.21,0.73,0.39,0.4,0.13,0.71,0.28,0.52,0.32,0.31,0.4,0.81,0.82,0.86,0.48,0.09,0.24,0.16,0.16,0.4,0.41,0.31,0.81,0.05,0.47,0.5,0.02,0.76,0.79,0.14,0.14,0.85,0.04,0.06,0.65,0.75,0.83,0.91,0.94,1.0,0.93,0.39,0.81,0.47,0.0,0.07,0.06,0.31,0.0,0,-1,0,0,0,0
68,0,0.05,0.59,0.45,0.55,0.37,0.45,0.07,1.0,0.28,0.51,0.16,0.55,0.45,0.28,0.21,1.0,0.89,0.11,0.75,0.47,0.76,0.28,1.0,0.17,0.49,0.61,0.55,0.55,0.72,0.42,0.4,0.33,0.37,0.58,0.58,0.62,0.56,0.63,0.62,0.66,0.24,0.52,0.67,0.0,0.04,0.8,0.27,0.39,0.57,0.17,0.59,0.97,0.3,0.3,0.29,0.41,0.44,0.49,0.46,0.6,0.66,0.97,0.01,0.01,0.73,0.28,1.0,0,-1,1,1,0,0
69,1,0.0,0.39,0.39,0.47,0.29,0.52,0.0,0.0,0.22,0.37,0.22,0.61,0.57,0.23,0.22,0.24,0.4,0.24,0.23,0.43,0.53,0.5,0.6,0.32,0.52,0.4,0.5,0.53,0.49,0.59,0.62,0.51,0.68,0.5,0.56,0.2,0.18,0.4,0.52,0.25,0.56,0.06,0.49,0.5,0.01,0.83,0.5,0.15,0.58,0.0,0.45,0.7,0.1,0.1,0.11,0.22,0.24,0.24,0.23,0.53,0.44,0.69,0.0,0.06,0.04,0.06,0.0,0,-1,0,1,0,0
70,1,0.04,0.57,0.46,0.38,0.25,0.25,0.06,1.0,0.91,0.75,0.47,0.28,0.37,0.9,0.79,0.1,0.09,0.88,0.07,0.6,0.46,0.46,0.04,0.86,0.16,0.31,0.19,0.18,0.57,0.95,0.96,0.91,0.9,0.21,0.25,0.18,0.2,0.59,0.68,0.17,0.85,0.02,0.25,1.0,0.05,0.75,0.77,0.02,0.26,0.81,0.01,0.03,0.45,0.44,0.45,0.61,0.58,0.69,0.61,0.39,0.3,0.1,0.0,0.09,0.11,0.02,0.0,0,-1,0,0,0,0
71,1,0.05,0.46,0.35,0.4,0.24,0.36,0.0,0.0,0.48,0.62,0.3,0.4,0.54,0.48,0.41,0.15,0.22,0.39,0.2,0.66,0.26,0.39,0.33,0.47,0.54,0.38,0.6,0.59,0.49,0.69,0.73,0.82,0.53,0.57,0.6,0.24,0.22,0.49,0.5,0.46,0.61,0.14,0.4,0.5,0.02,0.91,0.61,0.06,0.28,0.67,0.06,0.13,0.55,0.53,0.52,0.59,0.63,0.76,0.64,0.6,0.68,0.22,0.04,0.03,0.29,0.24,0.0,0,-1,0,0,0,0
72,1,0.04,0.58,0.95,0.83,0.91,0.32,0.05,1.0,0.27,0.62,0.6,0.43,0.53,0.35,0.24,0.14,0.18,0.51,0.29,0.49,0.31,0.72,0.28,0.45,0.2,0.7,0.22,0.22,0.39,0.69,0.76,0.77,0.67,0.51,0.56,0.11,0.13,0.4,0.47,0.31,0.6,0.06,0.48,0.5,0.02,0.9,0.56,0.14,0.49,0.44,0.08,0.09,0.1,0.09,0.09,0.17,0.19,0.19,0.17,0.62,0.04,0.25,0.0,0.08,0.1,0.02,0.0,0,-1,1,1,0,0
73,1,0.02,0.49,0.37,0.32,0.2,0.3,0.0,0.09,0.73,0.77,0.19,0.32,0.36,0.7,0.67,0.07,0.12,0.71,0.18,0.72,0.4,0.62,0.19,0.73,0.32,0.32,0.35,0.35,0.49,0.86,0.89,0.89,0.81,0.6,0.58,0.15,0.17,0.53,0.56,0.27,0.88,0.03,0.29,0.5,0.03,0.7,0.84,0.09,0.95,0.65,0.02,0.0,0.59,0.61,0.62,0.61,0.63,0.79,0.69,0.49,0.53,0.44,0.0,0.14,0.03,0.06,0.0,0,-1,0,0,0,0
74,0,0.08,0.39,0.33,0.48,0.27,0.47,0.09,1.0,0.41,0.57,0.12,0.52,0.57,0.41,0.36,0.37,0.47,0.24,0.3,0.58,0.57,0.39,0.48,0.33,0.49,0.46,0.53,0.53,0.44,0.56,0.57,0.61,0.53,0.62,0.63,0.18,0.16,0.41,0.45,0.37,0.54,0.11,0.58,0.0,0.08,0.75,0.52,0.13,0.39,0.38,0.24,0.34,0.4,0.36,0.33,0.32,0.4,0.46,0.42,0.51,0.61,0.53,0.02,0.07,0.21,0.04,0.44,0,-1,0,1,0,0
75,1,0.02,0.21,0.21,0.26,0.16,1.0,0.03,0.99,0.26,0.12,0.15,0.92,1.0,0.29,0.34,0.08,0.22,0.35,0.51,0.21,0.12,0.34,0.27,0.36,0.36,0.29,0.45,0.43,0.19,0.44,0.55,0.51,0.4,0.44,0.54,0.1,0.09,0.23,0.19,0.32,0.66,0.05,0.58,0.0,0.34,0.0,0.69,0.02,0.74,0.65,0.06,0.05,0.4,0.37,0.36,0.5,0.58,0.61,0.65,0.9,0.65,0.58,0.01,0.07,0.07,0.05,0.0,0,-1,1,0,0,0
76,0,0.02,0.41,0.46,0.48,0.31,0.38,0.04,1.0,0.23,0.55,0.16,0.44,0.8,0.22,0.2,0.18,0.39,0.14,0.51,0.47,0.3,0.24,0.51,0.25,0.61,0.28,0.68,0.68,0.44,0.53,0.53,0.55,0.54,0.53,0.63,0.19,0.19,0.45,0.39,0.57,0.58,0.18,0.46,0.5,0.08,0.37,0.62,1.0,0.73,0.52,0.29,0.47,0.06,0.05,0.04,0.18,0.2,0.22,0.23,0.55,0.18,0.24,0.0,0.02,0.26,0.02,0.0,0,-1,0,1,0,0
77,0,0.08,0.43,0.41,0.43,0.26,0.57,0.09,0.99,0.11,0.26,0.18,0.67,0.53,0.14,0.15,0.57,0.61,0.14,0.89,0.19,0.39,0.4,0.54,0.22,0.67,0.39,0.65,0.68,0.56,0.36,0.38,0.37,0.4,0.48,0.4,0.45,0.4,0.46,0.45,0.47,0.57,0.3,0.63,0.0,0.18,0.44,0.58,0.61,0.78,0.35,0.56,0.45,0.01,0.01,0.02,0.05,0.13,0.14,0.16,0.52,0.25,0.47,0.01,0.22,0.06,0.06,0.57,0,-1,0,1,0,0
78,1,0.14,0.4,0.42,0.43,0.29,0.52,0.16,1.0,0.15,0.3,0.16,0.58,0.75,0.16,0.17,0.42,0.46,0.21,0.62,0.23,0.28,0.57,0.45,0.34,0.69,0.39,0.64,0.69,0.45,0.42,0.44,0.36,0.45,0.37,0.38,0.24,0.22,0.4,0.41,0.4,0.58,0.17,0.56,0.0,0.13,0.76,0.58,0.63,0.67,0.38,0.38,0.17,0.07,0.07,0.07,0.11,0.16,0.17,0.14,0.59,0.42,0.36,0.05,0.1,0.23,0.06,0.31,0,-1,0,1,0,0
79,0,0.34,0.35,0.37,0.52,0.28,0.19,0.35,1.0,0.36,0.78,0.29,0.19,0.41,0.36,0.35,0.08,0.14,0.42,0.26,0.77,0.19,0.34,0.26,0.44,0.69,0.4,0.76,0.76,0.45,0.56,0.61,0.64,0.55,0.67,0.72,0.17,0.15,0.38,0.45,0.32,0.53,0.13,0.57,0.0,0.57,0.55,0.5,0.21,0.43,0.79,0.17,0.1,0.18,0.16,0.14,0.32,0.33,0.39,0.33,0.4,0.54,0.24,0.03,0.39,0.14,0.23,0.61,1,-1,1,1,0,0
80,0,0.29,0.42,0.33,0.45,0.28,0.55,0.3,1.0,0.41,0.48,0.12,0.58,0.54,0.43,0.42,0.38,0.45,0.34,0.4,0.44,0.26,0.55,0.3,0.46,0.33,0.54,0.41,0.39,0.52,0.47,0.46,0.51,0.45,0.22,0.24,0.35,0.31,0.44,0.51,0.43,0.3,0.31,0.72,0.0,0.18,0.84,0.29,0.24,0.55,0.27,0.33,0.41,0.6,0.61,0.59,0.39,0.44,0.54,0.41,0.44,0.56,0.69,0.15,0.05,0.87,1.0,0.61,0,-1,1,0,0,0
81,1,0.09,0.43,0.47,0.54,0.38,0.47,0.1,1.0,0.2,0.44,0.22,0.53,0.62,0.22,0.19,0.26,0.43,0.25,0.54,0.41,0.41,0.31,0.5,0.35,0.74,0.39,0.64,0.71,0.54,0.51,0.56,0.55,0.59,0.57,0.56,0.46,0.39,0.44,0.48,0.4,0.51,0.21,0.6,0.0,0.16,0.55,0.5,1.0,0.59,0.29,0.35,0.24,0.09,0.08,0.08,0.13,0.18,0.2,0.17,0.39,0.39,0.32,0.12,0.07,0.2,0.16,0.0,0,-1,0,1,0,0
82,0,0.0,0.42,0.44,0.42,0.3,0.65,0.0,0.0,0.15,0.29,0.88,0.76,0.38,0.17,0.15,0.69,0.69,0.18,0.33,0.32,0.27,0.85,0.51,0.28,0.56,0.36,0.43,0.5,0.45,0.65,0.57,0.64,0.6,0.76,0.78,0.28,0.24,0.37,0.35,0.43,0.59,0.21,0.6,0.0,0.04,0.37,0.61,0.42,0.76,0.38,0.67,0.9,0.02,0.03,0.05,0.07,0.11,0.13,0.16,0.41,0.32,0.61,0.0,0.02,0.12,0.02,0.0,1,-1,0,1,0,0
83,1,0.01,0.52,0.38,0.31,0.21,0.52,0.02,0.81,0.4,0.48,0.05,0.6,0.8,0.39,0.35,0.1,0.19,0.43,0.23,0.43,0.34,0.55,0.28,0.55,0.13,0.24,0.08,0.1,0.51,0.96,0.95,0.95,0.74,0.4,0.41,0.17,0.2,0.58,0.58,0.26,0.95,0.03,0.13,0.5,0.0,0.96,0.93,0.08,0.68,0.4,0.06,0.09,0.15,0.14,0.16,0.24,0.24,0.24,0.25,0.27,0.41,0.35,0.0,0.06,0.05,0.0,0.0,0,-1,0,0,0,0
84,1,0.0,0.65,1.0,1.0,1.0,0.2,0.0,0.0,0.08,0.73,0.9,0.3,0.21,0.19,0.11,0.23,0.21,0.72,0.43,0.42,0.03,1.0,0.2,0.59,0.15,1.0,0.22,0.19,0.39,0.54,0.63,0.73,0.44,0.57,0.6,0.19,0.14,0.3,0.47,0.22,0.39,0.11,0.59,0.0,0.01,0.84,0.33,0.05,0.47,0.54,0.24,0.0,0.09,0.08,0.08,0.12,0.15,0.16,0.12,0.89,0.41,0.28,0.0,0.01,0.27,0.0,0.0,0,-1,1,1,0,0
85,1,0.0,0.36,0.34,0.38,0.23,0.69,0.0,0.0,0.14,0.31,0.42,0.73,0.44,0.16,0.19,0.45,0.53,0.18,0.32,0.32,0.78,0.24,0.81,0.27,0.51,0.3,0.51,0.53,0.38,0.66,0.66,0.67,0.49,0.5,0.53,0.2,0.18,0.32,0.31,0.37,0.66,0.09,0.51,0.5,0.02,0.64,0.67,0.04,0.6,0.21,0.56,0.13,0.03,0.03,0.03,0.09,0.11,0.11,0.12,0.23,0.22,0.24,0.0,0.02,0.14,0.01,0.0,0,-1,0,1,0,0
86,1,0.02,0.34,0.24,0.25,0.14,0.88,0.0,0.0,0.28,0.24,0.11,0.82,0.98,0.26,0.32,0.17,0.35,0.2,0.15,0.3,0.25,0.21,0.36,0.27,0.49,0.13,0.42,0.47,0.2,0.7,0.69,0.8,0.6,0.64,0.62,0.12,0.13,0.35,0.31,0.44,0.68,0.12,0.46,0.5,0.15,0.0,0.7,0.01,0.28,0.83,0.21,0.14,0.18,0.17,0.18,0.34,0.34,0.41,0.36,0.48,0.55,0.18,0.0,0.12,0.05,0.02,0.0,0,-1,1,1,0,0
87,1,0.02,0.04,0.13,0.23,0.13,1.0,0.04,1.0,0.35,0.0,0.27,1.0,1.0,0.55,0.71,0.14,0.22,0.51,0.12,0.21,0.37,0.56,0.12,0.78,0.54,0.35,0.44,0.5,0.14,0.76,0.79,0.76,0.67,0.32,0.51,0.04,0.02,0.04,0.0,0.19,0.69,0.06,0.83,0.0,0.05,0.72,0.73,0.01,0.43,0.54,0.03,0.0,0.9,0.98,0.97,0.76,0.81,1.0,0.78,0.38,0.54,0.25,0.0,0.03,0.18,0.06,0.0,0,-1,1,0,0,0
88,1,0.0,0.37,0.39,0.42,0.26,0.61,0.0,0.0,0.15,0.26,0.26,0.67,0.63,0.16,0.17,0.32,0.48,0.13,0.71,0.29,0.65,0.44,0.69,0.28,0.62,0.28,0.63,0.65,0.4,0.52,0.56,0.39,0.56,0.52,0.51,0.24,0.22,0.39,0.37,0.44,0.47,0.16,0.56,0.0,0.01,0.82,0.49,0.1,0.46,0.52,0.38,0.0,0.07,0.05,0.05,0.17,0.19,0.19,0.19,0.48,0.54,0.6,0.0,0.01,0.19,0.01,0.0,0,-1,0,1,0,0
89,1,0.04,0.34,0.32,0.32,0.18,0.79,0.05,1.0,0.26,0.12,0.17,0.83,0.77,0.31,0.31,0.27,0.45,0.18,0.3,0.25,0.18,0.41,0.39,0.35,0.51,0.2,0.49,0.52,0.4,0.67,0.68,0.57,0.72,0.4,0.36,0.25,0.23,0.37,0.3,0.55,0.69,0.2,0.68,0.0,0.05,0.74,0.74,0.06,0.36,0.58,0.15,0.16,0.27,0.29,0.31,0.38,0.4,0.45,0.4,0.73,0.62,0.42,0.03,0.08,0.1,0.01,0.0,0,-1,0,1,0,0
